pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr20.0
R__VERB_NOUN_CCONJ_VERB	62	5	sing	устанавливают	wrong	generated	Столкновение предоставляет в привычной пещере и	0	False	314	5	6	Столкновение предоставляет в привычной пещере и заведует через двух - двух километров . <eos>	-10.5545
L__ADJ_ADJ_NOUN	66	9	plur	долей	correct	generated	Кстати ресторан вражеских сорока изобретений фактически бы усложняет , что слоган высок стрелять во положении принципиальных радикальных административно - стратегических	0	True	625	4	20	Кстати ресторан вражеских сорока изобретений фактически бы усложняет , что слоган высок стрелять во положении принципиальных радикальных административно - стратегических копий , что на выставке пограничной и той же школьной общественной занятости пытаются дикие значимые сообщества , как в власти кредитных реакций , так_и в сохранности устойчивости фиксации , и устойчиво не осуществить , что гладкие бактерии провалились в необходимости фальшивых пунктов . <eos>	-13.2029
L__ADJ_ADJ_NOUN	66	9	plur	доли	wrong	generated	Кстати ресторан вражеских сорока изобретений фактически бы усложняет , что слоган высок стрелять во положении принципиальных радикальных административно - стратегических	0	True	872	4	20	Кстати ресторан вражеских сорока изобретений фактически бы усложняет , что слоган высок стрелять во положении принципиальных радикальных административно - стратегических копий , что на выставке пограничной и той же школьной общественной занятости пытаются дикие значимые сообщества , как в власти кредитных реакций , так_и в сохранности устойчивости фиксации , и устойчиво не осуществить , что гладкие бактерии провалились в необходимости фальшивых пунктов . <eos>	-16.6661
L__ADJ_ADJ_NOUN	54	5	plur	сыновей	correct	generated	"Мировой парк разместили ошибки , отчаянно солнечные , соприкосновения высокопоставленных окон под "" впечатления "" и "" понятия "" без теоретической высокой клавиатуры системных домашних и психических"	0	True	2641	4	27	"Мировой парк разместили ошибки , отчаянно солнечные , соприкосновения высокопоставленных окон под "" впечатления "" и "" понятия "" без теоретической высокой клавиатуры системных домашних и психических деятелей , магнатов в частной одежде луны . <eos>"	-17.8731
L__ADJ_ADJ_NOUN	54	5	plur	сына	wrong	generated	"Мировой парк разместили ошибки , отчаянно солнечные , соприкосновения высокопоставленных окон под "" впечатления "" и "" понятия "" без теоретической высокой клавиатуры системных домашних и психических"	0	True	6898	4	27	"Мировой парк разместили ошибки , отчаянно солнечные , соприкосновения высокопоставленных окон под "" впечатления "" и "" понятия "" без теоретической высокой клавиатуры системных домашних и психических деятелей , магнатов в частной одежде луны . <eos>"	-20.4879
L__ADJ_PUNCT_ADJ_NOUN	35	0	sing	путём	correct	original	""" <unk> и <unk> "" уже ранее сложившиеся правые партии и движения ( чьи лидеры <unk> объединяться ) не надо , всё должно происходить естественным , необходимым к данному периоду"	0	True	6490	6	30	""" Рубить и резать "" уже ранее сложившиеся правые партии и движения ( чьи лидеры решат объединяться ) не надо , всё должно происходить естественным , необходимым к данному периоду путём ( они могут в дальнейшем сами прекратить своё существование из-за нецелесообразности ) . <eos>"	-8.47918
L__ADJ_PUNCT_ADJ_NOUN	35	0	sing	путями	wrong	original	""" <unk> и <unk> "" уже ранее сложившиеся правые партии и движения ( чьи лидеры <unk> объединяться ) не надо , всё должно происходить естественным , необходимым к данному периоду"	0	True	539	6	30	""" Рубить и резать "" уже ранее сложившиеся правые партии и движения ( чьи лидеры решат объединяться ) не надо , всё должно происходить естественным , необходимым к данному периоду путём ( они могут в дальнейшем сами прекратить своё существование из-за нецелесообразности ) . <eos>"	-17.4099
L__VERB_ADJ_NOUN	6	0	sing	объяснение	correct	original	Впрочем , есть и более простое	0	True	562	4	6	Впрочем , есть и более простое объяснение этому рукотворному хаосу . <eos>	-1.28489
L__VERB_ADJ_NOUN	6	0	sing	объяснения	wrong	original	Впрочем , есть и более простое	0	True	811	4	6	Впрочем , есть и более простое объяснение этому рукотворному хаосу . <eos>	-7.64502
L__ADJ_PUNCT_ADJ_NOUN	54	0	sing	комплекса	correct	original	Типичный пример последнего времени - страсти вокруг строительства большого культурного , спортивного и туристического	0	True	3398	5	14	Типичный пример последнего времени - страсти вокруг строительства большого культурного , спортивного и туристического комплекса под Ленинградом . <eos>	-3.61277
L__ADJ_PUNCT_ADJ_NOUN	54	0	sing	комплексов	wrong	original	Типичный пример последнего времени - страсти вокруг строительства большого культурного , спортивного и туристического	0	True	811	5	14	Типичный пример последнего времени - страсти вокруг строительства большого культурного , спортивного и туристического комплекса под Ленинградом . <eos>	-5.56533
L__DET_ADJ_NOUN	10	2	plur	площади	correct	generated	В наши перпендикулярно поблизости качественные	0	False	8713	4	5	В наши перпендикулярно поблизости качественные судьбы все раньше обещает экологическая реорганизация : а ради чего мы отказываемся от уцелевших бомбардировок ? <eos>	-7.72444
L__DET_ADJ_NOUN	10	2	plur	площадь	wrong	generated	В наши перпендикулярно поблизости качественные	0	False	8020	4	5	В наши перпендикулярно поблизости качественные судьбы все раньше обещает экологическая реорганизация : а ради чего мы отказываемся от уцелевших бомбардировок ? <eos>	-11.522
R__VERB_PROPN_CCONJ_VERB	0	4	sing	выпускает	correct	generated	В этом роде нам двух всего разразился Boeing : он заведует двух Q и	0	True	1102	4	14	В этом роде нам двух всего разразился Boeing : он заведует двух Q и закрывает двух аВт . <eos>	-9.26353
R__VERB_PROPN_CCONJ_VERB	0	4	sing	выпускают	wrong	generated	В этом роде нам двух всего разразился Boeing : он заведует двух Q и	0	True	307	4	14	В этом роде нам двух всего разразился Boeing : он заведует двух Q и закрывает двух аВт . <eos>	-12.6353
L__ADJ_PUNCT_ADJ_NOUN	34	0	plur	границы	correct	original	Но , с другой стороны , тот факт , что почти все миграции в этом случае были бы внутренние и <unk> <unk> бы лишь административные , а не государственные	0	True	4867	5	29	Но , с другой стороны , тот факт , что почти все миграции в этом случае были бы внутренние и мигранты пересекали бы лишь административные , а не государственные границы , еще больше затруднил бы контроль над миграцией . <eos>	-5.53528
L__ADJ_PUNCT_ADJ_NOUN	34	0	plur	границу	wrong	original	Но , с другой стороны , тот факт , что почти все миграции в этом случае были бы внутренние и <unk> <unk> бы лишь административные , а не государственные	0	True	2986	5	29	Но , с другой стороны , тот факт , что почти все миграции в этом случае были бы внутренние и мигранты пересекали бы лишь административные , а не государственные границы , еще больше затруднил бы контроль над миграцией . <eos>	-12.1148
L__ADJ_ADJ_NOUN	68	9	sing	тревога	correct	generated	"Но обозначает первое письмо благоприятных москвичей , которых попеременно ускорить "" прочими детьми "" , столь что издание , федерация , массово серая острая для становления какой-либо сделки"	0	True	181	6	28	"Но обозначает первое письмо благоприятных москвичей , которых попеременно ускорить "" прочими детьми "" , столь что издание , федерация , массово серая острая для становления какой-либо сделки труба воспринимает из индустриального равенства этих евреев . <eos>"	-17.5766
L__ADJ_ADJ_NOUN	68	9	sing	тревоги	wrong	generated	"Но обозначает первое письмо благоприятных москвичей , которых попеременно ускорить "" прочими детьми "" , столь что издание , федерация , массово серая острая для становления какой-либо сделки"	0	True	358	6	28	"Но обозначает первое письмо благоприятных москвичей , которых попеременно ускорить "" прочими детьми "" , столь что издание , федерация , массово серая острая для становления какой-либо сделки труба воспринимает из индустриального равенства этих евреев . <eos>"	-16.0913
L__ADJ_NOUN_ADJ_NOUN	0	1	plur	замечаний	correct	generated	Тогда , видимый Михаилом Богом АР глины и температуры золотого месяца - два из преступных в нашей замене афганских	0	True	241	5	19	Тогда , видимый Михаилом Богом АР глины и температуры золотого месяца - два из преступных в нашей замене афганских сообществ , издревле вторжение готовой собственности локально потребовалось головой . <eos>	-12.6237
L__ADJ_NOUN_ADJ_NOUN	0	1	plur	замечания	wrong	generated	Тогда , видимый Михаилом Богом АР глины и температуры золотого месяца - два из преступных в нашей замене афганских	0	True	341	5	19	Тогда , видимый Михаилом Богом АР глины и температуры золотого месяца - два из преступных в нашей замене афганских сообществ , издревле вторжение готовой собственности локально потребовалось головой . <eos>	-20.6131
R__NOUN_PUNCT_CCONJ_PUNCT_NOUN	0	9	plur	подозрения	correct	generated	"Лунный круг заплатили обязанности , замечательно главные , разрешения элементарных затруднений под "" имена "" и """	0	True	400	4	17	"Лунный круг заплатили обязанности , замечательно главные , разрешения элементарных затруднений под "" имена "" и "" сообщества "" без таможенной максимальной дивизии сельских квадратных и принципиальных профессоров , персонажей в третьей кости преемственности . <eos>"	-11.5275
R__NOUN_PUNCT_CCONJ_PUNCT_NOUN	0	9	plur	подозрение	wrong	generated	"Лунный круг заплатили обязанности , замечательно главные , разрешения элементарных затруднений под "" имена "" и """	0	True	227	4	17	"Лунный круг заплатили обязанности , замечательно главные , разрешения элементарных затруднений под "" имена "" и "" сообщества "" без таможенной максимальной дивизии сельских квадратных и принципиальных профессоров , персонажей в третьей кости преемственности . <eos>"	-13.239
L__ADJ_NOUN_NOUN	13	9	plur	снега	correct	generated	Теоретически , вручную Спорт обещал вдвоем обратную палату : за доллар здоровья кооперации он разговаривает духовные по разделению с трибуналом	0	True	715	5	20	Теоретически , вручную Спорт обещал вдвоем обратную палату : за доллар здоровья кооперации он разговаривает духовные по разделению с трибуналом итоги в подвиг . <eos>	-14.8353
L__ADJ_NOUN_NOUN	13	9	plur	снег	wrong	generated	Теоретически , вручную Спорт обещал вдвоем обратную палату : за доллар здоровья кооперации он разговаривает духовные по разделению с трибуналом	0	True	790	5	20	Теоретически , вручную Спорт обещал вдвоем обратную палату : за доллар здоровья кооперации он разговаривает духовные по разделению с трибуналом итоги в подвиг . <eos>	-18.2414
L__DET_ADJ_NOUN	20	0	plur	нормы	correct	original	Какие правовые или нравственные	0	False	1755	4	4	Какие правовые или нравственные нормы и санкции заставят людей уважать требования общечеловеческого интереса ? <eos>	-2.43961
L__DET_ADJ_NOUN	20	0	plur	норма	wrong	original	Какие правовые или нравственные	0	False	767	4	4	Какие правовые или нравственные нормы и санкции заставят людей уважать требования общечеловеческого интереса ? <eos>	-13.6275
L__ADJ_NOUN_NOUN	20	7	plur	больными	correct	generated	Ныне россияне отсталых ожогов надевают в практическом желудке с общественными ( по августу )	0	True	193	5	14	Ныне россияне отсталых ожогов надевают в практическом желудке с общественными ( по августу ) учениками экипажа ; инженер и передается канцлером нацизма . <eos>	-7.56953
L__ADJ_NOUN_NOUN	20	7	plur	больным	wrong	generated	Ныне россияне отсталых ожогов надевают в практическом желудке с общественными ( по августу )	0	True	597	5	14	Ныне россияне отсталых ожогов надевают в практическом желудке с общественными ( по августу ) учениками экипажа ; инженер и передается канцлером нацизма . <eos>	-10.5072
L__VERB_ADJ_NOUN	6	4	sing	свойство	correct	generated	Долго , присутствует и поближе достаточное	0	True	508	4	6	Долго , присутствует и поближе достаточное вооружение этому экономическому конфликту . <eos>	-9.35637
L__VERB_ADJ_NOUN	6	4	sing	свойства	wrong	generated	Долго , присутствует и поближе достаточное	0	True	1762	4	6	Долго , присутствует и поближе достаточное вооружение этому экономическому конфликту . <eos>	-14.0171
L__ADJ_ADJ_NOUN	57	9	plur	преподаватели	correct	generated	"Да что слева , даже необычные и "" революционные """	0	True	598	5	10	"Да что слева , даже необычные и "" революционные "" оппоненты окружают свои торговые воздействия по системе ! <eos>"	-9.84191
L__ADJ_ADJ_NOUN	57	9	plur	преподаватель	wrong	generated	"Да что слева , даже необычные и "" революционные """	0	True	1824	5	10	"Да что слева , даже необычные и "" революционные "" оппоненты окружают свои торговые воздействия по системе ! <eos>"	-17.7864
L__DET_ADJ_NOUN	16	3	sing	туалет	correct	generated	Наш иностранный , но медленно атомный , по возрастным произведениям ,	0	True	227	11	11	Наш иностранный , но медленно атомный , по возрастным произведениям , дым , подписанный моим победителем из правовых дипломов , являлся в ноябре реагирования . <eos>	-13.2895
L__DET_ADJ_NOUN	16	3	sing	туалеты	wrong	generated	Наш иностранный , но медленно атомный , по возрастным произведениям ,	0	True	99	11	11	Наш иностранный , но медленно атомный , по возрастным произведениям , дым , подписанный моим победителем из правовых дипломов , являлся в ноябре реагирования . <eos>	-16.8785
L__ADJ_PUNCT_ADJ_NOUN	48	4	sing	мнения	correct	generated	При базе участника я обладал у него : обычно прекратилось , что он , ученик синего , а весьма и Северного	0	True	2209	6	21	При базе участника я обладал у него : обычно прекратилось , что он , ученик синего , а весьма и Северного знакомства , начинающий потенциально моральным продвижением , прославился на признание с союзником Обороны ? <eos>	-10.2595
L__ADJ_PUNCT_ADJ_NOUN	48	4	sing	мнений	wrong	generated	При базе участника я обладал у него : обычно прекратилось , что он , ученик синего , а весьма и Северного	0	True	355	6	21	При базе участника я обладал у него : обычно прекратилось , что он , ученик синего , а весьма и Северного знакомства , начинающий потенциально моральным продвижением , прославился на признание с союзником Обороны ? <eos>	-13.717
L__ADJ_ADJ_NOUN	43	5	sing	дело	correct	generated	В связанных характеристиках обширные шахты устанавливаются конкурентами , для которых , постоянно , это вуз выживания в позже естественное и ранее новое	0	True	8115	4	22	В связанных характеристиках обширные шахты устанавливаются конкурентами , для которых , постоянно , это вуз выживания в позже естественное и ранее новое уважение . <eos>	-7.04345
L__ADJ_ADJ_NOUN	43	5	sing	дела	wrong	generated	В связанных характеристиках обширные шахты устанавливаются конкурентами , для которых , постоянно , это вуз выживания в позже естественное и ранее новое	0	True	7111	4	22	В связанных характеристиках обширные шахты устанавливаются конкурентами , для которых , постоянно , это вуз выживания в позже естественное и ранее новое уважение . <eos>	-11.5103
L__ADJ_NOUN_NOUN	38	4	sing	ученым	correct	generated	На восстановлении исламских моторов он был целым в нашей думе	0	False	248	4	10	На восстановлении исламских моторов он был целым в нашей думе советником и информационным юношей заседания в обязательное мероприятие либеральной конфискации ( сможем , вода ее - в соответствии нм при похожей вере на английском исходе ) . <eos>	-14.0668
L__ADJ_NOUN_NOUN	38	4	sing	учеными	wrong	generated	На восстановлении исламских моторов он был целым в нашей думе	0	False	284	4	10	На восстановлении исламских моторов он был целым в нашей думе советником и информационным юношей заседания в обязательное мероприятие либеральной конфискации ( сможем , вода ее - в соответствии нм при похожей вере на английском исходе ) . <eos>	-12.3818
L__ADJ_ADJ_NOUN	22	0	sing	модель	correct	original	"Когда <unk> <unk> ( а это происходит почти <unk> , если использовать обычную "" летнюю """	0	True	3347	4	16	"Когда обмерзает легочник ( а это происходит почти гарантированно , если использовать обычную "" летнюю "" модель ) , клапаны застывают в открытом положении и воздух начинает подаваться постоянно , что , в свою очередь , приводит к обмерзанию регулятора . <eos>"	-7.23939
L__ADJ_ADJ_NOUN	22	0	sing	модели	wrong	original	"Когда <unk> <unk> ( а это происходит почти <unk> , если использовать обычную "" летнюю """	0	True	5551	4	16	"Когда обмерзает легочник ( а это происходит почти гарантированно , если использовать обычную "" летнюю "" модель ) , клапаны застывают в открытом положении и воздух начинает подаваться постоянно , что , в свою очередь , приводит к обмерзанию регулятора . <eos>"	-11.516
L__VERB_NOUN_ADJ_NOUN	8	9	sing	самолета	correct	generated	Немцы наверху придумали середину с вызванного возле избавления следующего	0	False	566	4	9	Немцы наверху придумали середину с вызванного возле избавления следующего бассейна . <eos>	-8.66949
L__VERB_NOUN_ADJ_NOUN	8	9	sing	самолетов	wrong	generated	Немцы наверху придумали середину с вызванного возле избавления следующего	0	False	869	4	9	Немцы наверху придумали середину с вызванного возле избавления следующего бассейна . <eos>	-12.7136
L__ADJ_PUNCT_ADJ_NOUN	31	0	plur	отношений	correct	original	Таким образом , при всей агрессивной <unk> можно ожидать некоторого ухудшения климата политических , но не экономических	0	True	5899	5	17	Таким образом , при всей агрессивной риторике можно ожидать некоторого ухудшения климата политических , но не экономических отношений . <eos>	-3.38309
L__ADJ_PUNCT_ADJ_NOUN	31	0	plur	отношения	wrong	original	Таким образом , при всей агрессивной <unk> можно ожидать некоторого ухудшения климата политических , но не экономических	0	True	10429	5	17	Таким образом , при всей агрессивной риторике можно ожидать некоторого ухудшения климата политических , но не экономических отношений . <eos>	-9.61116
L__ADJ_PUNCT_ADJ_NOUN	41	1	sing	бомбы	correct	generated	Историю в продолжении скорее отнять с игрой секретаря подвести с педагогической , скорее быстрой ему ,	0	True	1065	6	16	Историю в продолжении скорее отнять с игрой секретаря подвести с педагогической , скорее быстрой ему , свободы на физическую - глубокую и точную . <eos>	-16.5709
L__ADJ_PUNCT_ADJ_NOUN	41	1	sing	бомб	wrong	generated	Историю в продолжении скорее отнять с игрой секретаря подвести с педагогической , скорее быстрой ему ,	0	True	582	6	16	Историю в продолжении скорее отнять с игрой секретаря подвести с педагогической , скорее быстрой ему , свободы на физическую - глубокую и точную . <eos>	-18.841
L__ADJ_NOUN_ADJ_NOUN	5	9	plur	инженеров	correct	generated	Существуют , что диплом ответственных в терминологии Петрограда правительственных	0	True	1710	5	9	Существуют , что диплом ответственных в терминологии Петрограда правительственных мужей по поиску Карпова Джорджа и Маркса Иосифа в трех заходе ездили под компанией путешественников Каира . <eos>	-6.8688
L__ADJ_NOUN_ADJ_NOUN	5	9	plur	инженера	wrong	generated	Существуют , что диплом ответственных в терминологии Петрограда правительственных	0	True	1313	5	9	Существуют , что диплом ответственных в терминологии Петрограда правительственных мужей по поиску Карпова Джорджа и Маркса Иосифа в трех заходе ездили под компанией путешественников Каира . <eos>	-15.9887
L__ADJ_NOUN_NOUN	3	7	sing	поверхность	correct	generated	Отца Чехова спит с Виктором Михаилом два сокращение : и того , и американского на земную для золотой отдачи	0	True	1768	4	19	Отца Чехова спит с Виктором Михаилом два сокращение : и того , и американского на земную для золотой отдачи пропаганду напомнил Франк Максимов . <eos>	-13.0509
L__ADJ_NOUN_NOUN	3	7	sing	поверхности	wrong	generated	Отца Чехова спит с Виктором Михаилом два сокращение : и того , и американского на земную для золотой отдачи	0	True	4571	4	19	Отца Чехова спит с Виктором Михаилом два сокращение : и того , и американского на земную для золотой отдачи пропаганду напомнил Франк Максимов . <eos>	-13.7851
L__ADJ_ADJ_NOUN	43	3	sing	понятие	correct	generated	В оккупированных фабриках моральные попытки управляются собственниками , для которых , отчаянно , это собор увлечения в позже великое и далее американское	0	True	2817	4	22	В оккупированных фабриках моральные попытки управляются собственниками , для которых , отчаянно , это собор увлечения в позже великое и далее американское министерство . <eos>	-6.43602
L__ADJ_ADJ_NOUN	43	3	sing	понятия	wrong	generated	В оккупированных фабриках моральные попытки управляются собственниками , для которых , отчаянно , это собор увлечения в позже великое и далее американское	0	True	2260	4	22	В оккупированных фабриках моральные попытки управляются собственниками , для которых , отчаянно , это собор увлечения в позже великое и далее американское министерство . <eos>	-13.5417
L__DET_ADJ_ADJ_NOUN	18	3	sing	преступлении	correct	generated	<unk> в этом неоднозначно художественном значительном	0	False	252	4	6	Освоиться в этом неоднозначно художественном значительном вступлении нужно . рассказам и преданиям . <eos>	-10.9889
L__DET_ADJ_ADJ_NOUN	18	3	sing	преступлениях	wrong	generated	<unk> в этом неоднозначно художественном значительном	0	False	641	4	6	Освоиться в этом неоднозначно художественном значительном вступлении нужно . рассказам и преданиям . <eos>	-16.8024
L__ADJ_DET_NOUN	3	0	sing	труд	correct	original	За один и тот же	0	False	3149	4	5	За один и тот же труд в нашей стране получают в три - четыре раза меньше , чем в Европе или США , иными словами , на рубль заработной платы россиянин производит втрое - вчетверо больше товаров , чем в Америке . <eos>	-5.28333
L__ADJ_DET_NOUN	3	0	sing	труды	wrong	original	За один и тот же	0	False	1833	4	5	За один и тот же труд в нашей стране получают в три - четыре раза меньше , чем в Европе или США , иными словами , на рубль заработной платы россиянин производит втрое - вчетверо больше товаров , чем в Америке . <eos>	-13.2468
R__VERB_PROPN_CCONJ_VERB	2	9	plur	решаются	correct	generated	Эксперт Петер вылетел , что на латинский меч рычаги и месяцы дипломов этого извлечения радикально не предприняты , поскольку австралийские условия этой дискриминации встречались безумно при Ираке и	0	True	213	5	28	Эксперт Петер вылетел , что на латинский меч рычаги и месяцы дипломов этого извлечения радикально не предприняты , поскольку австралийские условия этой дискриминации встречались безумно при Ираке и придерживаются обязательными . <eos>	-14.6565
R__VERB_PROPN_CCONJ_VERB	2	9	plur	решается	wrong	generated	Эксперт Петер вылетел , что на латинский меч рычаги и месяцы дипломов этого извлечения радикально не предприняты , поскольку австралийские условия этой дискриминации встречались безумно при Ираке и	0	True	647	5	28	Эксперт Петер вылетел , что на латинский меч рычаги и месяцы дипломов этого извлечения радикально не предприняты , поскольку австралийские условия этой дискриминации встречались безумно при Ираке и придерживаются обязательными . <eos>	-15.4119
L__ADJ_DET_NOUN	14	0	plur	условиях	correct	original	<unk> <unk> на одних и тех же	0	False	9855	4	7	"Отказываясь закупать на одних и тех же условиях , скажем , известный бренд и продукцию малоизвестного производителя , она сразу же ставит поставщиков в "" неравное положение "" . <eos>"	-3.97796
L__ADJ_DET_NOUN	14	0	plur	условии	wrong	original	<unk> <unk> на одних и тех же	0	False	1446	4	7	"Отказываясь закупать на одних и тех же условиях , скажем , известный бренд и продукцию малоизвестного производителя , она сразу же ставит поставщиков в "" неравное положение "" . <eos>"	-12.9559
R__VERB_NOUN_CCONJ_VERB	8	3	sing	называет	correct	generated	От долгой миграции в элементах судопроизводства найдут не только те предки губерний Отделения , которые больно произошли в Русь , но и те , кто сдержанно остается за ее трудностями и	0	True	1577	5	31	От долгой миграции в элементах судопроизводства найдут не только те предки губерний Отделения , которые больно произошли в Русь , но и те , кто сдержанно остается за ее трудностями и превышает вмешаться с центральной маркой . <eos>	-10.8815
R__VERB_NOUN_CCONJ_VERB	8	3	sing	называют	wrong	generated	От долгой миграции в элементах судопроизводства найдут не только те предки губерний Отделения , которые больно произошли в Русь , но и те , кто сдержанно остается за ее трудностями и	0	True	3772	5	31	От долгой миграции в элементах судопроизводства найдут не только те предки губерний Отделения , которые больно произошли в Русь , но и те , кто сдержанно остается за ее трудностями и превышает вмешаться с центральной маркой . <eos>	-7.48014
L__DET_ADJ_ADJ_NOUN	0	5	sing	действия	correct	generated	Цель этого глубокого гос - соответствующего	0	True	11415	5	6	Цель этого глубокого гос - соответствующего здания служит в том , чтобы править у доски механические уступки и учить их в борту стабильных постоянных и приоритетных заседаний , а_также левых африканских мышц . <eos>	-6.33771
L__DET_ADJ_ADJ_NOUN	0	5	sing	действий	wrong	generated	Цель этого глубокого гос - соответствующего	0	True	9291	5	6	Цель этого глубокого гос - соответствующего здания служит в том , чтобы править у доски механические уступки и учить их в борту стабильных постоянных и приоритетных заседаний , а_также левых африканских мышц . <eos>	-11.414
L__ADJ_NOUN_ADJ_NOUN	2	7	plur	диссертаций	correct	generated	На юридической краже - осколки их немногих программистов , оперативных этой школой , - общественного исследователя книжных в переходе каменных	0	True	1072	4	20	На юридической краже - осколки их немногих программистов , оперативных этой школой , - общественного исследователя книжных в переходе каменных премий Гоголя Евгения Коперника , украинских монахов Эрика Максима Патриарха , Гесса Алексея Генри и квадратных известных . <eos>	-10.8892
L__ADJ_NOUN_ADJ_NOUN	2	7	plur	диссертации	wrong	generated	На юридической краже - осколки их немногих программистов , оперативных этой школой , - общественного исследователя книжных в переходе каменных	0	True	2179	4	20	На юридической краже - осколки их немногих программистов , оперативных этой школой , - общественного исследователя книжных в переходе каменных премий Гоголя Евгения Коперника , украинских монахов Эрика Максима Патриарха , Гесса Алексея Генри и квадратных известных . <eos>	-14.6701
L__ADJ_NOUN_NOUN	28	9	sing	война	correct	generated	"Но объявляет глобальное окружение целевых лидеров , которых чрезвычайно разбить "" учебными журналистами "" , замечательно что включение , студия , пристально блестящая длительная для тепла какой-либо либерализации"	0	True	5619	5	28	"Но объявляет глобальное окружение целевых лидеров , которых чрезвычайно разбить "" учебными журналистами "" , замечательно что включение , студия , пристально блестящая длительная для тепла какой-либо либерализации плотность протекает из прежнего уменьшения этих очевидцев . <eos>"	-12.7803
L__ADJ_NOUN_NOUN	28	9	sing	войны	wrong	generated	"Но объявляет глобальное окружение целевых лидеров , которых чрезвычайно разбить "" учебными журналистами "" , замечательно что включение , студия , пристально блестящая длительная для тепла какой-либо либерализации"	0	True	57544	5	28	"Но объявляет глобальное окружение целевых лидеров , которых чрезвычайно разбить "" учебными журналистами "" , замечательно что включение , студия , пристально блестящая длительная для тепла какой-либо либерализации плотность протекает из прежнего уменьшения этих очевидцев . <eos>"	-11.6634
R__VERB_NOUN_CCONJ_VERB	62	4	sing	выражает	correct	generated	Использование настигает в отдельной биографии и	0	False	602	5	6	Использование настигает в отдельной биографии и вытекает через двух - трех стандартов . <eos>	-7.97437
R__VERB_NOUN_CCONJ_VERB	62	4	sing	выражают	wrong	generated	Использование настигает в отдельной биографии и	0	False	239	5	6	Использование настигает в отдельной биографии и вытекает через двух - трех стандартов . <eos>	-11.1324
