pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden200_batch128_dropout0.0_lr10.0	hidden200_batch128_dropout0.0_lr1.0	hidden200_batch128_dropout0.0_lr20.0	hidden200_batch128_dropout0.0_lr5.0	hidden200_batch128_dropout0.1_lr10.0	hidden200_batch128_dropout0.1_lr1.0	hidden200_batch20_dropout0.0_lr10.0	hidden200_batch20_dropout0.0_lr1.0	hidden200_batch20_dropout0.0_lr20.0	hidden200_batch128_dropout0.1_lr20.0	hidden200_batch128_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr1.0	hidden200_batch20_dropout0.1_lr10.0	hidden200_batch128_dropout0.2_lr5.0	hidden200_batch128_dropout0.1_lr5.0	hidden200_batch20_dropout0.0_lr5.0	hidden200_batch128_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr1.0	hidden200_batch20_dropout0.1_lr20.0	hidden200_batch20_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr5.0	hidden200_batch64_dropout0.0_lr20.0	hidden200_batch64_dropout0.0_lr1.0	hidden200_batch20_dropout0.2_lr20.0	hidden200_batch20_dropout0.2_lr1.0	hidden200_batch64_dropout0.0_lr5.0	hidden200_batch20_dropout0.2_lr5.0	hidden200_batch64_dropout0.1_lr10.0	hidden200_batch64_dropout0.0_lr10.0	hidden200_batch64_dropout0.1_lr1.0	hidden200_batch64_dropout0.1_lr20.0	hidden200_batch64_dropout0.1_lr5.0	hidden200_batch64_dropout0.2_lr1.0	hidden200_batch64_dropout0.2_lr20.0	hidden200_batch64_dropout0.2_lr10.0	hidden200_batch64_dropout0.2_lr5.0	hidden650_batch128_dropout0.0_lr10.0	hidden650_batch128_dropout0.0_lr1.0	hidden650_batch128_dropout0.0_lr20.0	hidden650_batch128_dropout0.0_lr5.0	hidden650_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr1.0	hidden650_batch128_dropout0.1_lr20.0	hidden650_batch128_dropout0.1_lr5.0	hidden650_batch128_dropout0.2_lr10.0	hidden650_batch128_dropout0.2_lr1.0	hidden650_batch128_dropout0.2_lr20.0	hidden650_batch128_dropout0.2_lr5.0	hidden650_batch128_dropout0.4_lr10.0	hidden650_batch128_dropout0.4_lr1.0	hidden650_batch128_dropout0.4_lr20.0	hidden650_batch128_dropout0.4_lr5.0	hidden650_batch64_dropout0.0_lr10.0	hidden650_batch64_dropout0.0_lr1.0	hidden650_batch64_dropout0.0_lr20.0	hidden650_batch64_dropout0.0_lr5.0	hidden650_batch64_dropout0.1_lr10.0	hidden650_batch64_dropout0.1_lr1.0	hidden650_batch64_dropout0.1_lr20.0	hidden650_batch64_dropout0.1_lr5.0	hidden650_batch64_dropout0.2_lr10.0	hidden650_batch64_dropout0.2_lr1.0	hidden650_batch64_dropout0.2_lr20.0	hidden650_batch64_dropout0.2_lr5.0	hidden650_batch64_dropout0.4_lr10.0	hidden650_batch64_dropout0.4_lr1.0	hidden650_batch64_dropout0.4_lr20.0	hidden650_batch64_dropout0.4_lr5.0
R__VERB_NOUN_CCONJ_VERB	18	1	sing	изменяет	correct	generated	Основная задержка Ингушетия трех подготовлена на постановке достаточных почек судебной ценности и	0	False	366	8	12	Основная задержка Ингушетия трех подготовлена на постановке достаточных почек судебной ценности и настаивает белок сточных нравственных плеч , которые и заговорили ей инвестиционный автобус от бакалавров . <eos>	-10.7936	-10.464	-11.7451	-9.38846	-11.9287	-11.1046	-12.9233	-11.0443	-9.83299	-13.1307	-9.98682	-10.6609	-11.7757	-11.1371	-11.9143	-11.0716	-11.2548	-11.0004	-12.9065	-11.2685	-10.9576	-8.62814	-12.2905	-10.9748	-11.5273	-10.3835	-10.0247	-13.2421	-12.4544	-9.68972	-11.3672	-12.319	-11.0569	-11.7889	-12.1666	-11.1249	-13.2014	-11.5676	-11.5174	-14.241	-14.1068	-11.0498	-14.6705	-11.7805	-12.8436	-12.5601	-12.8339	-11.8124	-11.8902	-11.4259	-9.14066	-11.7122	-14.2253	-10.1111	-12.2292	-10.4981	-13.1875	-12.7465	-14.2052	-9.65149	-12.6494	-11.7489	-11.7419	-12.3722	-10.2231	-11.3593	-12.3443	-10.4825
R__VERB_NOUN_CCONJ_VERB	18	1	sing	изменяют	wrong	generated	Основная задержка Ингушетия трех подготовлена на постановке достаточных почек судебной ценности и	0	False	138	8	12	Основная задержка Ингушетия трех подготовлена на постановке достаточных почек судебной ценности и настаивает белок сточных нравственных плеч , которые и заговорили ей инвестиционный автобус от бакалавров . <eos>	-14.3241	-11.8516	-13.3926	-13.0205	-14.5096	-11.9293	-13.3771	-13.0117	-12.228	-14.1397	-14.235	-12.2896	-15.0219	-14.356	-15.2188	-13.2324	-12.5346	-14.6255	-13.4522	-12.8085	-13.6296	-12.0607	-13.089	-13.0918	-13.7598	-13.4277	-14.4056	-13.9112	-12.3467	-11.715	-15.9802	-15.1688	-12.8415	-13.5678	-13.761	-12.6814	-15.0498	-13.0568	-14.3415	-15.1677	-18.6839	-13.403	-17.6302	-13.0745	-14.1315	-13.8037	-14.4483	-14.7373	-13.8728	-12.8493	-12.8473	-13.962	-16.4386	-11.1126	-15.5879	-14.0859	-16.0106	-13.7112	-15.5509	-13.0898	-14.3401	-13.4314	-14.3438	-15.1865	-14.0771	-12.5634	-14.6778	-13.3413
L__ADJ_ADJ_NOUN	54	2	plur	помощников	correct	generated	"Огромный спирт установили комбинации , неуклонно таможенные , действия капиталистических соединений под "" зерна "" и "" богатства "" без президентской сегодняшней консолидации постоянных инвестиционных и авторских"	0	True	410	4	27	"Огромный спирт установили комбинации , неуклонно таможенные , действия капиталистических соединений под "" зерна "" и "" богатства "" без президентской сегодняшней консолидации постоянных инвестиционных и авторских интеллектуалов , родственников в технической торговле функции . <eos>"	-11.0238	-10.9959	-14.4621	-11.4409	-10.4328	-9.60346	-8.3337	-10.1622	-12.5781	-11.5358	-9.4953	-8.65444	-11.576	-13.6571	-11.4762	-11.818	-10.373	-10.6864	-11.5691	-12.3265	-11.1049	-14.9635	-10.0674	-10.5157	-12.3152	-14.6253	-11.4006	-10.7565	-14.04	-7.94875	-13.9395	-8.99181	-10.7208	-11.489	-11.5727	-11.0875	-11.5798	-10.679	-13.7401	-13.4051	-14.0978	-11.3962	-9.75718	-11.1124	-13.8824	-9.41315	-11.856	-12.212	-11.7402	-9.95357	-10.2057	-9.97044	-16.9458	-11.9362	-14.3339	-8.80285	-11.4637	-9.84693	-9.44248	-12.1707	-12.3932	-9.96573	-8.513	-14.9715	-11.8107	-11.1505	-10.6783	-11.4806
L__ADJ_ADJ_NOUN	54	2	plur	помощника	wrong	generated	"Огромный спирт установили комбинации , неуклонно таможенные , действия капиталистических соединений под "" зерна "" и "" богатства "" без президентской сегодняшней консолидации постоянных инвестиционных и авторских"	0	True	1279	4	27	"Огромный спирт установили комбинации , неуклонно таможенные , действия капиталистических соединений под "" зерна "" и "" богатства "" без президентской сегодняшней консолидации постоянных инвестиционных и авторских интеллектуалов , родственников в технической торговле функции . <eos>"	-22.7809	-15.6023	-25.2715	-21.3015	-17.4475	-16.8148	-15.5913	-17.7307	-22.1889	-19.5735	-17.5453	-16.5812	-20.1158	-20.0583	-17.5645	-19.6279	-19.5806	-17.2127	-18.2928	-20.126	-20.0694	-24.4228	-15.5245	-22.5616	-18.7234	-25.4364	-18.8279	-18.7607	-23.1276	-16.5403	-20.7837	-17.8336	-16.9964	-20.5148	-18.6953	-18.5845	-21.0584	-17.0253	-24.8786	-21.6459	-19.9047	-20.2175	-19.4611	-21.3401	-20.4577	-16.4986	-18.6199	-18.6176	-19.815	-17.1848	-20.1266	-17.8974	-24.2544	-17.9012	-25.3495	-18.5733	-22.6694	-16.5121	-20.7108	-20.298	-20.4547	-17.0958	-15.654	-20.654	-20.5999	-19.9973	-23.2941	-19.427
L__DET_ADJ_NOUN	17	1	plur	организациям	correct	generated	""" Устройство надписей "" , останавливаясь на заметные пояса , означает , что Грант германский отличает воспроизвести "" Рим "" , но не следует этого облегчить по неким "" школьным """	0	True	535	4	31	""" Устройство надписей "" , останавливаясь на заметные пояса , означает , что Грант германский отличает воспроизвести "" Рим "" , но не следует этого облегчить по неким "" школьным "" улицам . <eos>"	-6.94377	-9.2417	-11.7443	-10.3333	-11.1391	-13.1765	-11.7251	-8.66292	-12.5725	-8.25646	-9.55664	-11.7867	-11.5963	-12.051	-10.5479	-10.7741	-8.81999	-12.0916	-9.93639	-10.2573	-12.4904	-11.8048	-12.9109	-10.1727	-10.2229	-11.3147	-11.3954	-10.4974	-11.5501	-11.1143	-12.5539	-8.00657	-10.9007	-10.6498	-9.25563	-11.7075	-9.68411	-10.6364	-12.4861	-9.00585	-11.0021	-11.4753	-10.011	-10.4748	-11.0584	-10.2436	-12.5517	-8.49961	-10.033	-12.8132	-9.49008	-10.4508	-11.4565	-10.3605	-13.3503	-10.1719	-11.3413	-12.5221	-9.68014	-10.2279	-10.0036	-11.1113	-9.56244	-14.9608	-9.59324	-11.6062	-10.9114	-10.8713
L__DET_ADJ_NOUN	17	1	plur	организации	wrong	generated	""" Устройство надписей "" , останавливаясь на заметные пояса , означает , что Грант германский отличает воспроизвести "" Рим "" , но не следует этого облегчить по неким "" школьным """	0	True	18326	4	31	""" Устройство надписей "" , останавливаясь на заметные пояса , означает , что Грант германский отличает воспроизвести "" Рим "" , но не следует этого облегчить по неким "" школьным "" улицам . <eos>"	-10.5435	-11.4535	-13.1679	-12.909	-12.3194	-13.6648	-17.4987	-13.7884	-15.0225	-13.2589	-14.5504	-13.0886	-14.1656	-12.1747	-13.5244	-12.1963	-11.4105	-10.909	-13.2332	-12.6527	-14.7582	-11.4348	-14.9547	-11.4179	-12.6208	-14.7466	-15.2878	-12.9504	-13.1769	-11.6833	-13.492	-13.8844	-12.6179	-12.4545	-12.2916	-13.922	-13.8357	-12.7354	-14.6192	-11.9452	-15.675	-12.4386	-13.457	-13.5001	-13.0877	-13.8779	-15.7583	-13.0588	-14.1186	-14.7217	-11.0528	-13.2157	-14.7886	-14.6845	-13.2972	-10.1337	-14.7715	-12.4516	-15.8244	-13.3963	-13.8463	-11.9418	-15.2453	-13.3208	-12.6509	-12.7044	-13.2302	-13.7645
R__VERB_NOUN_CCONJ_VERB	60	8	sing	спит	correct	generated	Развитие бытового полного эффекта неверно поэтому выдать реорганизацию на австрийских садах отклонения в формации с тем , что распространенный кодекс мастерства университетского предмета достижениями - белыми кругами , не существующими в Австралию , не опубликовал проводимой этой религией матрицы в трех бренда планов в корпус и	0	True	304	12	46	"Развитие бытового полного эффекта неверно поэтому выдать реорганизацию на австрийских садах отклонения в формации с тем , что распространенный кодекс мастерства университетского предмета достижениями - белыми кругами , не существующими в Австралию , не опубликовал проводимой этой религией матрицы в трех бренда планов в корпус и волнует к московскому минимуму трех зарплат трех костюмов , замерзает ОРТ "" НКО "" . <eos>"	-15.0219	-12.389	-16.0112	-14.5122	-16.7076	-13.712	-16.7291	-14.7445	-17.5242	-17.7484	-15.2417	-14.5297	-15.1621	-15.2324	-15.4208	-19.0874	-14.7118	-15.2303	-15.1687	-14.5558	-16.1858	-16.5678	-15.2861	-15.6258	-15.0576	-16.004	-14.953	-15.7186	-15.7432	-12.831	-15.8593	-14.8322	-15.323	-15.8252	-15.1527	-14.1762	-17.1113	-15.7958	-15.988	-14.7837	-16.2251	-16.4658	-16.4296	-17.9221	-14.7433	-14.0713	-15.8166	-14.9904	-15.0004	-14.6343	-14.7193	-14.087	-14.4648	-18.2012	-17.3611	-18.8214	-15.4786	-14.519	-16.6043	-15.2257	-15.7186	-15.9831	-14.92	-14.5035	-16.3546	-15.6459	-14.0387	-14.1775
R__VERB_NOUN_CCONJ_VERB	60	8	sing	спят	wrong	generated	Развитие бытового полного эффекта неверно поэтому выдать реорганизацию на австрийских садах отклонения в формации с тем , что распространенный кодекс мастерства университетского предмета достижениями - белыми кругами , не существующими в Австралию , не опубликовал проводимой этой религией матрицы в трех бренда планов в корпус и	0	True	155	12	46	"Развитие бытового полного эффекта неверно поэтому выдать реорганизацию на австрийских садах отклонения в формации с тем , что распространенный кодекс мастерства университетского предмета достижениями - белыми кругами , не существующими в Австралию , не опубликовал проводимой этой религией матрицы в трех бренда планов в корпус и волнует к московскому минимуму трех зарплат трех костюмов , замерзает ОРТ "" НКО "" . <eos>"	-17.3428	-13.7227	-15.1529	-17.1223	-18.4641	-14.1147	-17.7032	-15.7703	-19.0321	-17.6465	-16.73	-14.3298	-17.2029	-16.6857	-17.7593	-18.9852	-15.9324	-15.7704	-15.527	-17.2505	-17.6963	-19.9048	-16.0111	-15.8631	-15.5051	-17.1327	-16.8726	-18.5715	-18.5291	-14.5345	-17.7623	-18.2624	-14.8247	-17.8276	-16.872	-15.3647	-20.5701	-15.5562	-18.6295	-16.6629	-18.7908	-16.7271	-19.4911	-20.2827	-17.8011	-14.6687	-17.2925	-16.4113	-16.8622	-16.0851	-16.4584	-16.0613	-17.8611	-18.027	-18.6571	-19.8025	-17.1764	-17.2097	-20.6547	-18.7838	-18.5638	-17.1445	-18.299	-16.6664	-19.5367	-16.0928	-16.9017	-16.1743
L__ADJ_NOUN_NOUN	3	4	sing	взятку	correct	generated	Человека Эрика спит с Ельциным Лениным оба недовольство : и того , и известного на вечернюю для экстремистской транспортировки	0	True	146	4	19	Человека Эрика спит с Ельциным Лениным оба недовольство : и того , и известного на вечернюю для экстремистской транспортировки слабость обвинил Роман Эдвард . <eos>	-14.3857	-11.7906	-11.5656	-14.7405	-11.9315	-12.5584	-13.4308	-12.7899	-13.0316	-12.1355	-10.8025	-12.233	-12.278	-13.0243	-12.5508	-11.8113	-11.9271	-11.537	-13.1961	-12.1977	-10.5507	-10.8941	-12.8104	-10.5491	-10.9916	-11.3132	-11.8034	-12.6394	-13.0211	-12.0545	-11.712	-10.6286	-11.7239	-14.3788	-12.6022	-12.3468	-10.7523	-11.2338	-13.0059	-12.2755	-10.6691	-10.9483	-13.0822	-10.7046	-9.8088	-11.1623	-12.4246	-10.2885	-12.0819	-10.8434	-13.4593	-12.0026	-10.5222	-11.16	-11.7691	-12.721	-8.3821	-10.1758	-13.4168	-10.3424	-10.2101	-11.6788	-15.9978	-12.6273	-11.4908	-12.7019	-11.238	-12.4359
L__ADJ_NOUN_NOUN	3	4	sing	взятки	wrong	generated	Человека Эрика спит с Ельциным Лениным оба недовольство : и того , и известного на вечернюю для экстремистской транспортировки	0	True	302	4	19	Человека Эрика спит с Ельциным Лениным оба недовольство : и того , и известного на вечернюю для экстремистской транспортировки слабость обвинил Роман Эдвард . <eos>	-13.2515	-9.66025	-12.5075	-12.7271	-12.5663	-10.1814	-10.2375	-9.09172	-8.47858	-10.2828	-10.0029	-10.9901	-11.4387	-10.0663	-10.3902	-12.0462	-10.114	-9.49686	-11.536	-11.5041	-10.5208	-9.1729	-10.3905	-9.27483	-10.1067	-8.98891	-11.0405	-12.0131	-10.8924	-9.90254	-9.9815	-8.66365	-9.55202	-11.432	-13.1721	-10.8189	-8.5751	-9.44396	-12.4781	-9.84317	-10.4975	-9.72296	-11.7377	-7.22191	-10.3294	-9.74084	-11.6044	-9.6159	-11.3645	-10.573	-11.4672	-11.521	-10.4539	-9.60598	-10.8214	-11.8518	-7.88733	-9.76767	-13.5379	-13.1604	-10.5108	-9.25972	-14.3001	-12.9802	-10.9416	-10.2979	-10.2574	-11.7314
L__ADJ_NOUN_ADJ_NOUN	5	0	plur	чемпионов	correct	original	Говорят , что <unk> первых в истории СССР олимпийских	0	True	2892	5	9	Говорят , что боб первых в истории СССР олимпийских чемпионов по бобслею Яниса Кипруса и Владимира Козлова в 1988 году перевозили под охраной сотрудников КГБ . <eos>	-3.80056	-3.32484	-1.49684	-1.94078	-3.27679	-4.68041	-3.27576	-2.84177	-3.46117	-2.22282	-2.92576	-3.17651	-1.3475	-2.25318	-3.0271	-1.39043	-2.19459	-2.68634	-2.86698	-3.10205	-3.16855	-1.55203	-3.92682	-3.74571	-2.3806	-1.4409	-2.15834	-1.54277	-2.68672	-3.89155	-1.50627	-2.42155	-3.20871	-3.22405	-2.73543	-2.83475	-1.52438	-3.19867	-1.99766	-3.21255	-1.93984	-1.28147	-3.13442	-1.66228	-1.89467	-2.84461	-1.86006	-3.16195	-2.66054	-2.83661	-3.40153	-1.24817	-2.55966	-2.54037	-1.28817	-2.36618	-2.03558	-2.38263	-1.35266	-2.40834	-1.59982	-1.55012	-1.9995	-0.942658	-3.04539	-2.4543	-2.0025	-1.8077
L__ADJ_NOUN_ADJ_NOUN	5	0	plur	чемпиона	wrong	original	Говорят , что <unk> первых в истории СССР олимпийских	0	True	1986	5	9	Говорят , что боб первых в истории СССР олимпийских чемпионов по бобслею Яниса Кипруса и Владимира Козлова в 1988 году перевозили под охраной сотрудников КГБ . <eos>	-13.383	-9.59366	-10.2003	-11.7682	-7.85986	-10.541	-12.2278	-11.0133	-12.0474	-7.89825	-10.2103	-10.137	-6.36488	-10.0991	-8.67264	-7.17377	-11.6462	-9.46811	-12.7936	-12.9728	-8.3642	-9.20283	-10.867	-13.1405	-11.7326	-9.06624	-8.95224	-7.15567	-10.8948	-11.5046	-8.86284	-8.44065	-10.5872	-11.9554	-11.5909	-9.55905	-7.74204	-10.8808	-10.6579	-9.47592	-9.24982	-10.7153	-9.35575	-11.7296	-11.2395	-10.9981	-9.83557	-12.5172	-10.8588	-9.87499	-11.0739	-10.2372	-7.98999	-9.04513	-9.23978	-13.3599	-6.85143	-8.49592	-7.67823	-9.24737	-10.2102	-9.11446	-8.93599	-7.76001	-10.9096	-10.6066	-9.51942	-9.24259
L__VERB_NOUN_NOUN	9	3	sing	аппарат	correct	generated	Левый генерал такой колонии считал охватить от партийного взятия первый голод в том , что являющийся в его пересечении	0	True	1446	4	19	Левый генерал такой колонии считал охватить от партийного взятия первый голод в том , что являющийся в его пересечении позор грузинской опеки выражает ему на крещении черной ситуации . <eos>	-15.3243	-12.4295	-14.4025	-13.0852	-13.1269	-12.6299	-9.12537	-11.7418	-11.9234	-12.1631	-10.4277	-11.2867	-13.1055	-12.8305	-9.6471	-14.2381	-12.5637	-11.8654	-11.3186	-11.0332	-11.9979	-11.3003	-12.7201	-11.5719	-14.4411	-12.2147	-12.379	-11.6156	-14.0039	-11.4764	-12.8231	-14.8983	-12.0462	-11.9226	-11.6183	-12.6434	-12.5432	-12.3261	-14.0016	-10.3265	-11.1494	-10.7345	-14.3647	-13.3212	-12.9563	-12.0303	-12.1475	-12.6484	-12.2345	-11.8514	-9.98063	-11.7961	-14.565	-13.4168	-15.3702	-11.6142	-9.59899	-11.1616	-15.0406	-11.8112	-12.5823	-10.8024	-13.9769	-12.6224	-12.0941	-11.0328	-11.9775	-11.9947
L__VERB_NOUN_NOUN	9	3	sing	аппараты	wrong	generated	Левый генерал такой колонии считал охватить от партийного взятия первый голод в том , что являющийся в его пересечении	0	True	384	4	19	Левый генерал такой колонии считал охватить от партийного взятия первый голод в том , что являющийся в его пересечении позор грузинской опеки выражает ему на крещении черной ситуации . <eos>	-19.0715	-14.4407	-13.9754	-15.8738	-15.7567	-15.3731	-14.0247	-16.893	-16.4648	-15.102	-15.6075	-14.1339	-15.0872	-16.2146	-15.0455	-19.042	-15.9104	-13.7854	-15.3448	-13.5379	-16.0148	-16.7118	-15.6652	-14.8023	-16.5926	-14.3581	-14.6404	-16.2956	-20.3474	-12.9645	-18.6493	-17.345	-12.3508	-15.3218	-14.8172	-16.8178	-17.6912	-14.5096	-19.9357	-14.6394	-17.0829	-15.3938	-18.0257	-15.0628	-18.3134	-16.7274	-15.9292	-15.7221	-17.0046	-14.2789	-15.428	-16.4889	-18.8922	-16.1848	-17.4415	-18.1939	-17.1128	-16.4159	-17.6558	-17.2204	-16.1296	-15.3731	-15.9791	-18.302	-17.6886	-14.2949	-16.8046	-14.7774
L__ADJ_PUNCT_ADJ_NOUN	29	6	plur	органы	correct	generated	А это совершает , что чуть с настоящими сторонами недопустимо зависеть и исторические , раньше кадровые	0	True	3234	4	16	"А это совершает , что чуть с настоящими сторонами недопустимо зависеть и исторические , раньше кадровые экраны выживания коры "" , - угрожает Сергеевич Стефан . <eos>"	-7.50401	-4.97122	-7.02939	-6.343	-5.6604	-6.19011	-8.27077	-4.67057	-5.9186	-6.1032	-4.302	-6.06708	-7.41599	-4.52636	-6.81156	-7.07315	-4.46543	-6.66513	-6.29366	-6.45861	-5.29453	-5.66773	-5.43203	-6.18602	-5.80144	-6.23278	-5.89179	-4.79765	-6.0459	-5.33187	-6.15571	-4.61295	-6.25416	-5.49812	-5.99314	-6.56459	-9.74594	-6.69855	-3.63274	-8.96401	-6.43073	-6.17618	-5.75661	-7.25108	-6.75507	-7.83898	-6.64157	-6.84506	-5.82111	-5.57787	-6.32612	-6.27154	-9.73414	-7.97151	-5.90312	-9.83438	-5.78488	-7.92481	-5.74723	-4.53775	-6.82726	-6.60031	-6.44272	-6.52299	-6.97801	-6.52951	-5.96883	-8.40823
L__ADJ_PUNCT_ADJ_NOUN	29	6	plur	орган	wrong	generated	А это совершает , что чуть с настоящими сторонами недопустимо зависеть и исторические , раньше кадровые	0	True	2515	4	16	"А это совершает , что чуть с настоящими сторонами недопустимо зависеть и исторические , раньше кадровые экраны выживания коры "" , - угрожает Сергеевич Стефан . <eos>"	-15.3954	-13.3706	-16.4511	-15.4965	-12.5885	-11.4734	-17.1589	-15.7157	-19.1212	-15.7209	-13.2229	-12.5782	-19.0565	-14.0368	-15.5805	-16.1701	-14.2118	-15.3494	-15.6795	-13.3416	-15.2638	-16.5407	-13.8548	-14.0749	-13.1215	-16.2387	-13.2819	-14.1522	-15.6891	-11.2666	-15.4731	-13.6611	-13.7187	-13.5744	-15.1151	-14.5338	-21.8854	-15.2308	-17.0206	-18.6307	-13.8676	-15.3127	-16.1487	-16.9061	-15.3997	-16.7369	-16.0513	-15.9665	-15.2867	-15.1999	-17.0258	-15.1616	-18.5539	-14.499	-18.2517	-19.4539	-17.1748	-15.0905	-12.0658	-12.9596	-15.7268	-16.0556	-14.6435	-13.9198	-15.802	-14.9204	-14.544	-16.6916
L__ADJ_DET_NOUN	11	1	sing	коммуникации	correct	generated	Это влечет к молодежи и смене внешней задолженности между исключениями спасательной и той же	0	False	1125	4	14	Это влечет к молодежи и смене внешней задолженности между исключениями спасательной и той же таблицы . <eos>	-10.9621	-8.44443	-11.5582	-12.1122	-11.9367	-9.42952	-11.5415	-11.0859	-9.36058	-10.3349	-10.0175	-9.84279	-8.50712	-9.84475	-9.69133	-12.8495	-10.1828	-10.1733	-10.2395	-10.1794	-12.2481	-10.4695	-9.26295	-9.78304	-10.9169	-11.8019	-10.8215	-11.5779	-7.82847	-8.37678	-10.6874	-9.57246	-10.5856	-9.301	-10.8627	-11.1997	-13.7714	-9.26719	-10.5455	-11.0178	-9.98591	-10.2503	-11.6534	-15.9789	-11.64	-8.98044	-12.3633	-10.154	-9.96577	-8.95677	-9.61698	-9.91573	-12.3492	-8.38524	-11.0766	-13.0701	-11.1898	-8.2123	-9.81973	-12.0341	-11.3611	-12.535	-9.71793	-10.6131	-10.8793	-8.76558	-9.50256	-9.925
L__ADJ_DET_NOUN	11	1	sing	коммуникаций	wrong	generated	Это влечет к молодежи и смене внешней задолженности между исключениями спасательной и той же	0	False	877	4	14	Это влечет к молодежи и смене внешней задолженности между исключениями спасательной и той же таблицы . <eos>	-13.9842	-12.1071	-19.0468	-16.7425	-14.7501	-15.2496	-17.2755	-17.4472	-19.8183	-13.8096	-13.6949	-13.5513	-13.7026	-14.6262	-12.4071	-19.1603	-14.6087	-14.2023	-14.4433	-11.9478	-16.8337	-15.0582	-15.2456	-15.8017	-13.5803	-15.9286	-15.5668	-13.193	-13.2746	-12.696	-13.0929	-16.518	-11.8167	-16.8877	-17.8553	-17.2541	-17.705	-15.9924	-17.4241	-16.626	-12.5653	-15.0824	-16.0365	-18.6979	-15.0582	-13.5657	-15.2253	-14.1951	-14.5764	-12.3664	-13.221	-14.0964	-18.2535	-16.5527	-20.6797	-17.3089	-18.6378	-14.1076	-15.6548	-15.3055	-15.4259	-17.1444	-15.4088	-15.3879	-15.079	-12.8822	-15.7156	-14.2993
R__VERB_PROPN_CCONJ_VERB	1	6	sing	надевает	correct	generated	От водных игрушек меня поставило совершенствование о том , что Галина делается в Мюнхене и	0	True	209	4	15	От водных игрушек меня поставило совершенствование о том , что Галина делается в Мюнхене и звучит в документе . <eos>	-11.4406	-9.95133	-11.9208	-11.7499	-10.7088	-10.1494	-11.5144	-14.3156	-15.4502	-12.6418	-12.9029	-10.2547	-12.0288	-9.5772	-9.73083	-13.1721	-11.0193	-11.0076	-12.5576	-11.934	-11.5349	-13.0115	-11.4843	-11.9855	-10.9867	-11.0601	-11.517	-11.3326	-11.0153	-10.307	-11.389	-10.1703	-10.0346	-12.1048	-12.7119	-11.2311	-11.8814	-10.0404	-11.9255	-11.3633	-10.2418	-11.8432	-11.011	-10.1973	-10.1844	-11.7734	-10.9044	-11.8641	-11.6843	-10.3145	-11.4456	-10.2443	-11.6566	-11.1419	-13.0794	-10.7213	-10.727	-10.6169	-14.0935	-11.2548	-12.2329	-11.4876	-11.0967	-11.6077	-11.3653	-9.2758	-10.9411	-10.9002
R__VERB_PROPN_CCONJ_VERB	1	6	sing	надевают	wrong	generated	От водных игрушек меня поставило совершенствование о том , что Галина делается в Мюнхене и	0	True	111	4	15	От водных игрушек меня поставило совершенствование о том , что Галина делается в Мюнхене и звучит в документе . <eos>	-13.5267	-11.9276	-15.3468	-13.9617	-13.1909	-12.2106	-13.3802	-16.3124	-16.4898	-16.0082	-15.4655	-12.2109	-15.7223	-12.3818	-11.7808	-17.2699	-13.0273	-13.1731	-14.3446	-15.8839	-16.7473	-15.5031	-13.4273	-13.6101	-14.0817	-12.8981	-14.6241	-14.3605	-14.141	-12.9351	-14.4883	-13.0272	-12.5222	-14.2941	-14.4067	-12.5573	-13.5949	-13.1126	-13.1464	-13.8802	-13.2249	-13.5988	-15.9354	-13.2366	-12.962	-13.8219	-13.8636	-14.9339	-12.9268	-12.7335	-15.1299	-12.6434	-14.2057	-13.6031	-15.708	-14.2386	-13.3499	-14.5782	-15.9605	-14.2053	-13.7543	-14.1092	-13.8602	-15.557	-14.4806	-12.7343	-13.2878	-13.5316
L__ADJ_NOUN_NOUN	36	8	sing	организацию	correct	generated	Внимание технологии холодно организовать педагогическую с идеологической батареей	0	False	2335	4	8	Внимание технологии холодно организовать педагогическую с идеологической батареей журналистику по Волге . <eos>	-12.3552	-12.5135	-11.1591	-12.6671	-11.85	-13.918	-11.3497	-9.42416	-11.7324	-13.447	-10.672	-12.7455	-11.0175	-11.1809	-10.9393	-13.1066	-11.709	-11.4093	-13.095	-12.0243	-12.5334	-11.7996	-11.5222	-12.6184	-11.1865	-13.4663	-11.8902	-14.1771	-12.3253	-13.1973	-11.6186	-12.2479	-11.253	-13.1031	-12.8378	-11.1343	-10.3398	-12.0254	-13.7136	-12.5965	-8.78469	-12.0417	-7.50202	-10.4514	-12.1251	-10.0136	-12.3938	-6.51748	-9.9268	-10.8386	-9.07464	-12.5322	-12.8077	-12.2733	-5.99047	-6.80333	-10.253	-9.51835	-14.044	-10.5831	-12.439	-10.4336	-12.923	-8.13503	-12.3659	-11.9236	-11.4735	-11.5129
