pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.2_lr1.0
L__ADJ_NOUN_NOUN	25	7	sing	мины	correct	generated	В Грузии такой кусочек резолюции - лес выдачи с средней для открытого работника	0	True	406	4	13	В Грузии такой кусочек резолюции - лес выдачи с средней для открытого работника установки спокойствия и доминирование подземного долгого гуманизма - распространяется ядром , в ФРГ - оппозицией тишины , в госпитале - строем . <eos>	-14.3237	-13.648	-12.8165	-12.2617	-11.6991	-14.0687	-13.0774	-12.8891	-13.3969	-10.9362	-12.5989	-13.9945	-11.4557	-16.9049	-13.4921	-12.3727	-13.8132	-11.3252	-12.5829	-14.1436	-14.4227	-11.4699	-13.9244	-12.5522
L__ADJ_NOUN_NOUN	25	7	sing	мин	wrong	generated	В Грузии такой кусочек резолюции - лес выдачи с средней для открытого работника	0	True	1212	4	13	В Грузии такой кусочек резолюции - лес выдачи с средней для открытого работника установки спокойствия и доминирование подземного долгого гуманизма - распространяется ядром , в ФРГ - оппозицией тишины , в госпитале - строем . <eos>	-17.4612	-14.1099	-14.7374	-11.1585	-15.7711	-15.5154	-8.34977	-15.1102	-13.807	-14.8126	-15.9463	-14.9604	-14.6446	-19.2187	-13.5628	-14.8416	-14.4763	-14.3965	-13.6152	-14.448	-14.7033	-13.0256	-12.7083	-15.3891
R__VERB_NOUN_NOUN_CCONJ_VERB	3	6	sing	признается	correct	generated	В настоящее молоко Шах выдвинут из-под шайбы под переписку о стуле и	0	False	508	8	12	В настоящее молоко Шах выдвинут из-под шайбы под переписку о стуле и носится в Департаменте . <eos>	-8.53685	-9.18237	-8.46415	-11.1642	-8.37364	-9.23161	-11.9434	-8.79597	-9.20364	-9.25972	-9.376	-9.03949	-7.90221	-9.75553	-8.98178	-9.56059	-9.55472	-9.37313	-7.96456	-11.0178	-9.71552	-9.62377	-12.2916	-10.1286
R__VERB_NOUN_NOUN_CCONJ_VERB	3	6	sing	признаются	wrong	generated	В настоящее молоко Шах выдвинут из-под шайбы под переписку о стуле и	0	False	363	8	12	В настоящее молоко Шах выдвинут из-под шайбы под переписку о стуле и носится в Департаменте . <eos>	-14.9801	-12.4675	-12.5066	-11.4629	-12.6068	-11.8488	-15.0069	-11.9742	-12.2999	-16.3243	-12.7839	-11.8138	-12.7242	-12.1757	-10.9996	-13.2742	-12.6836	-12.4486	-10.553	-11.9696	-12.3357	-11.7021	-11.8584	-12.0704
L__ADJ_NOUN_NOUN	33	2	plur	измерения	correct	generated	Государственные высокие для чуда крыши	0	False	1480	4	5	Государственные высокие для чуда крыши давления скрывали поколение в Сибири также до оврага Меньше иска . <eos>	-15.176	-12.9295	-15.3255	-11.0573	-13.9198	-13.1404	-9.87981	-11.8695	-14.7322	-14.937	-15.0508	-16.6212	-12.653	-16.76	-13.3998	-14.6344	-13.8781	-15.026	-17.6527	-12.7256	-13.6884	-13.9779	-9.60873	-15.6463
L__ADJ_NOUN_NOUN	33	2	plur	измерение	wrong	generated	Государственные высокие для чуда крыши	0	False	396	4	5	Государственные высокие для чуда крыши давления скрывали поколение в Сибири также до оврага Меньше иска . <eos>	-14.7754	-16.3622	-13.9417	-12.4249	-16.1719	-14.757	-14.5625	-14.4008	-15.9328	-14.5892	-15.6194	-14.9693	-14.2716	-14.9212	-14.4006	-15.3874	-14.7716	-15.8008	-15.8896	-13.2522	-14.0237	-14.9432	-13.0436	-15.0283
R__VERB_NOUN_CCONJ_VERB	12	8	sing	доходит	correct	generated	Ректор в научном самоуправлении со своим отсутствием тоже принадлежит срок нашему большинству и	0	False	662	5	13	Ректор в научном самоуправлении со своим отсутствием тоже принадлежит срок нашему большинству и отвечает приверженность существ . <eos>	-11.7563	-11.5039	-10.9052	-10.9839	-12.285	-11.6883	-12.809	-12.9178	-13.0508	-13.1445	-11.8674	-12.9463	-12.3629	-12.8297	-12.709	-11.6444	-11.1868	-11.0409	-11.2762	-12.5649	-12.0151	-12.8208	-11.6684	-10.9945
R__VERB_NOUN_CCONJ_VERB	12	8	sing	доходят	wrong	generated	Ректор в научном самоуправлении со своим отсутствием тоже принадлежит срок нашему большинству и	0	False	160	5	13	Ректор в научном самоуправлении со своим отсутствием тоже принадлежит срок нашему большинству и отвечает приверженность существ . <eos>	-15.6606	-12.7284	-14.782	-12.1349	-14.5085	-14.1743	-12.4614	-14.5409	-15.516	-13.4595	-14.9126	-13.8616	-12.7813	-14.8828	-14.2325	-14.6772	-12.4476	-14.1883	-15.7209	-16.2254	-13.8306	-14.3928	-15.4081	-13.3776
L__VERB_ADJ_NOUN	4	7	plur	переходы	correct	generated	Там занятые сказки , никакой дыры со вырубки старшего домика ( его попросту не производили ) и ставшие незамедлительно оттуда значительные	0	True	275	4	21	Там занятые сказки , никакой дыры со вырубки старшего домика ( его попросту не производили ) и ставшие незамедлительно оттуда значительные номера , психологические потребовать такие процедуры , - вот та шутка , на которой продемонстрировали территориально - специфические слезы , сохранившиеся живым прорывом социального долгого законопроекта . <eos>	-7.72567	-8.25897	-9.28842	-12.0118	-7.83826	-7.72061	-12.0734	-10.5056	-8.92693	-8.22629	-8.19706	-8.04582	-9.16689	-8.87323	-8.22094	-8.60558	-8.38245	-7.39661	-9.96149	-8.99206	-8.26371	-8.67437	-9.18019	-7.89633
L__VERB_ADJ_NOUN	4	7	plur	переход	wrong	generated	Там занятые сказки , никакой дыры со вырубки старшего домика ( его попросту не производили ) и ставшие незамедлительно оттуда значительные	0	True	2415	4	21	Там занятые сказки , никакой дыры со вырубки старшего домика ( его попросту не производили ) и ставшие незамедлительно оттуда значительные номера , психологические потребовать такие процедуры , - вот та шутка , на которой продемонстрировали территориально - специфические слезы , сохранившиеся живым прорывом социального долгого законопроекта . <eos>	-12.934	-15.0004	-13.8965	-9.97194	-11.8963	-11.8556	-9.00554	-13.1788	-12.4655	-13.601	-12.5583	-11.4803	-13.4093	-14.1594	-11.6516	-12.6391	-13.2613	-13.6624	-12.0774	-10.5485	-11.4182	-12.5191	-10.2922	-11.3873
L__ADJ_ADJ_NOUN	41	8	sing	точке	correct	generated	"Набор "" продажи летают за клиентом "" и ОАЭ далее не произошли экспозиции опытного евро , а изгнание никогда прежних шахмат для недвижимости , какие привозили в массовой темной и железной"	0	True	1305	4	31	"Набор "" продажи летают за клиентом "" и ОАЭ далее не произошли экспозиции опытного евро , а изгнание никогда прежних шахмат для недвижимости , какие привозили в массовой темной и железной экспансии , только снизилось . <eos>"	-10.1766	-8.40999	-13.5652	-10.3332	-10.6492	-10.455	-11.9583	-10.8572	-9.90927	-15.4307	-9.7828	-12.3719	-9.67892	-13.5453	-10.1379	-11.5086	-11.269	-10.5151	-11.2736	-9.12578	-9.31137	-9.76153	-8.909	-10.8156
L__ADJ_ADJ_NOUN	41	8	sing	точках	wrong	generated	"Набор "" продажи летают за клиентом "" и ОАЭ далее не произошли экспозиции опытного евро , а изгнание никогда прежних шахмат для недвижимости , какие привозили в массовой темной и железной"	0	True	518	4	31	"Набор "" продажи летают за клиентом "" и ОАЭ далее не произошли экспозиции опытного евро , а изгнание никогда прежних шахмат для недвижимости , какие привозили в массовой темной и железной экспансии , только снизилось . <eos>"	-9.86655	-11.0289	-12.0419	-10.8548	-11.0748	-10.7935	-10.4986	-10.587	-11.1169	-11.3479	-8.20052	-13.7159	-9.64446	-14.4202	-12.6565	-11.985	-10.1705	-10.8326	-13.3106	-10.504	-11.0029	-9.41817	-11.4466	-11.5957
L__NOUN_PUNCT_VERB_ADV_VERB	2	5	plur	стараются	correct	generated	Сами вузы , не определяющие функционирования , такие как оснащение души для техникума , ранее	3	True	488	14	15	Сами вузы , не определяющие функционирования , такие как оснащение души для техникума , ранее называются к местному чтению . <eos>	-10.3648	-9.03939	-9.9564	-11.7658	-10.3981	-9.49754	-11.8611	-10.433	-9.11098	-10.8229	-9.16715	-9.40614	-11.2823	-9.56358	-11.76	-11.9089	-8.59976	-12.3866	-7.4174	-11.5528	-12.5403	-9.64324	-10.9936	-12.2059
L__NOUN_PUNCT_VERB_ADV_VERB	2	5	plur	старается	wrong	generated	Сами вузы , не определяющие функционирования , такие как оснащение души для техникума , ранее	3	True	648	14	15	Сами вузы , не определяющие функционирования , такие как оснащение души для техникума , ранее называются к местному чтению . <eos>	-12.7633	-12.0261	-11.9201	-11.4034	-11.5687	-12.392	-11.4557	-12.2584	-12.1171	-13.1812	-8.75119	-11.7769	-13.9603	-12.1129	-11.8091	-11.3986	-10.2755	-13.5818	-9.59088	-12.0801	-11.4284	-11.7953	-10.0502	-11.4848
R__VERB_NOUN_CCONJ_VERB	47	8	sing	изменяет	correct	generated	Поле в рыночной реакции пугает почту в себе и	0	False	366	5	9	Поле в рыночной реакции пугает почту в себе и обладает судьбу тренироваться к нуждающимся соображениям , полагать их и притом дышать достаточную мебель , кадровый компонент . <eos>	-8.89875	-8.38479	-7.44285	-11.5493	-7.4243	-8.3006	-13.4726	-8.61772	-8.73383	-7.97962	-9.28815	-8.05085	-9.0714	-8.67514	-7.6556	-8.09064	-7.64986	-8.15496	-8.268	-10.1485	-8.002	-8.35364	-10.5427	-7.88671
R__VERB_NOUN_CCONJ_VERB	47	8	sing	изменяют	wrong	generated	Поле в рыночной реакции пугает почту в себе и	0	False	138	5	9	Поле в рыночной реакции пугает почту в себе и обладает судьбу тренироваться к нуждающимся соображениям , полагать их и притом дышать достаточную мебель , кадровый компонент . <eos>	-11.3596	-10.5683	-11.4541	-11.9315	-12.1224	-10.824	-14.0487	-10.0763	-10.6031	-9.76844	-11.3414	-11.3938	-9.62098	-11.0754	-11.4656	-11.2289	-10.8817	-11.1995	-11.4128	-10.7537	-10.9217	-11.7653	-11.8266	-10.3054
L__ADJ_ADJ_NOUN	1	1	sing	формирования	correct	generated	Кафедра этого древнего гос - программного	0	True	2986	4	6	Кафедра этого древнего гос - программного заражения толкает в том , чтобы нести у крыши ночные декларации и надевать их в заводе азиатских лыжных и польских ископаемых , а_также эффективных чрезвычайных попыток . <eos>	-9.81747	-9.48215	-11.3566	-9.40773	-8.6994	-7.93162	-9.52086	-8.31714	-10.199	-8.80219	-8.63578	-8.80729	-8.6961	-10.5403	-8.75151	-9.18011	-8.92551	-7.77861	-8.16231	-9.53132	-9.24968	-9.27451	-9.8563	-9.17698
L__ADJ_ADJ_NOUN	1	1	sing	формирований	wrong	generated	Кафедра этого древнего гос - программного	0	True	698	4	6	Кафедра этого древнего гос - программного заражения толкает в том , чтобы нести у крыши ночные декларации и надевать их в заводе азиатских лыжных и польских ископаемых , а_также эффективных чрезвычайных попыток . <eos>	-16.2489	-15.0441	-15.6694	-11.3762	-16.5852	-14.4185	-11.8458	-17.8956	-16.1495	-15.2058	-16.1423	-17.5154	-16.2222	-15.3737	-14.5536	-15.2195	-15.5114	-17.0565	-15.4628	-14.1046	-14.7612	-17.8588	-15.076	-15.477
L__ADJ_ADJ_NOUN	15	9	plur	замены	correct	generated	Буквально комплексная справедливость знает , что даже коммунальные значительные общие и неожиданные	0	True	921	4	12	Буквально комплексная справедливость знает , что даже коммунальные значительные общие и неожиданные ошибки после спектакля к вертикали достигают пиво в ремонте . <eos>	-11.9923	-11.8134	-12.2354	-10.7051	-12.3002	-10.961	-10.7133	-10.1833	-11.2582	-11.1357	-10.9924	-9.22391	-12.2329	-10.5037	-10.8219	-11.3026	-12.5088	-11.0773	-10.1254	-8.85419	-11.6417	-10.3115	-10.3402	-11.37
L__ADJ_ADJ_NOUN	15	9	plur	замена	wrong	generated	Буквально комплексная справедливость знает , что даже коммунальные значительные общие и неожиданные	0	True	558	4	12	Буквально комплексная справедливость знает , что даже коммунальные значительные общие и неожиданные ошибки после спектакля к вертикали достигают пиво в ремонте . <eos>	-14.5389	-14.1271	-14.7818	-11.3125	-11.794	-13.1036	-10.594	-13.5336	-13.6902	-15.8442	-11.0662	-14.1676	-13.3143	-13.1648	-12.9519	-11.8276	-12.5652	-12.819	-14.3039	-12.8862	-13.9128	-12.7648	-12.2694	-12.9629
L__ADJ_DET_NOUN	3	6	sing	ход	correct	generated	За параллельный и тот же	0	False	2712	4	5	За параллельный и тот же монастырь в нашей операции представляют в трое - двое тоннеля двух , чем в Украине или США , таковыми средствами , на обряд транспортной иерархии заведующий помнит великолепно - физически трех предметов , чем в Вселенной . <eos>	-5.56938	-4.45607	-6.32193	-9.55449	-7.36117	-6.61468	-8.53465	-6.03996	-6.42912	-7.01542	-6.60586	-7.98969	-6.65651	-6.93506	-8.19827	-7.71082	-7.11055	-8.46951	-6.6999	-10.7766	-8.16622	-7.05608	-7.85432	-7.61151
L__ADJ_DET_NOUN	3	6	sing	ходы	wrong	generated	За параллельный и тот же	0	False	380	4	5	За параллельный и тот же монастырь в нашей операции представляют в трое - двое тоннеля двух , чем в Украине или США , таковыми средствами , на обряд транспортной иерархии заведующий помнит великолепно - физически трех предметов , чем в Вселенной . <eos>	-14.0031	-13.1201	-13.1021	-11.5881	-14.0469	-13.4959	-12.3386	-14.9413	-15.1221	-13.4667	-11.9878	-16.8284	-15.0227	-14.2131	-14.5689	-14.6032	-13.3985	-14.3691	-16.4182	-12.3358	-14.7231	-12.8724	-11.4592	-14.6764
L__DET_ADJ_NOUN	10	0	plur	головы	correct	original	В наши еще вполне молодые	0	False	2738	4	5	В наши еще вполне молодые головы все чаще приходит стариковская мысль : а ради чего мы отказываемся от устаревших технологий ? <eos>	-9.59551	-11.8248	-10.3046	-9.72258	-10.4989	-10.6214	-10.034	-10.5655	-10.636	-10.3457	-11.2001	-10.5874	-11.5098	-13.2386	-9.49568	-10.9062	-10.5349	-10.4886	-11.4811	-10.7318	-10.2081	-11.1601	-12.5304	-11.4165
L__DET_ADJ_NOUN	10	0	plur	голову	wrong	original	В наши еще вполне молодые	0	False	2580	4	5	В наши еще вполне молодые головы все чаще приходит стариковская мысль : а ради чего мы отказываемся от устаревших технологий ? <eos>	-15.0312	-12.8556	-18.1038	-9.97717	-12.5338	-13.0052	-9.19473	-14.3905	-13.0831	-12.2457	-15.0753	-13.8887	-12.8329	-14.4461	-12.1302	-11.8283	-14.2227	-13.845	-13.5578	-10.7086	-12.7933	-11.6706	-12.2801	-13.0865
L__ADJ_NOUN_ADJ_NOUN	8	8	sing	особенности	correct	generated	Экономическая молодая стабильность находилась в том , что оказывалось это неоднозначно , и предварительные футболисты , автоматически из физкультуры , просто не нападали , что такое неверно в агрессивной полной в контексте немалой	0	True	4352	4	33	Экономическая молодая стабильность находилась в том , что оказывалось это неоднозначно , и предварительные футболисты , автоматически из физкультуры , просто не нападали , что такое неверно в агрессивной полной в контексте немалой судьбе . <eos>	-9.1712	-8.73462	-8.97337	-9.4881	-8.91984	-8.41248	-12.3276	-8.51365	-8.33892	-10.1622	-8.19089	-9.15427	-7.7227	-11.6115	-8.01735	-8.50312	-8.28148	-8.55537	-9.06369	-8.78692	-7.65386	-9.21798	-10.7883	-8.32798
L__ADJ_NOUN_ADJ_NOUN	8	8	sing	особенностях	wrong	generated	Экономическая молодая стабильность находилась в том , что оказывалось это неоднозначно , и предварительные футболисты , автоматически из физкультуры , просто не нападали , что такое неверно в агрессивной полной в контексте немалой	0	True	279	4	33	Экономическая молодая стабильность находилась в том , что оказывалось это неоднозначно , и предварительные футболисты , автоматически из физкультуры , просто не нападали , что такое неверно в агрессивной полной в контексте немалой судьбе . <eos>	-12.8605	-11.6634	-16.2682	-12.0315	-12.7449	-12.486	-13.1248	-14.9867	-13.9684	-12.578	-13.6482	-13.3121	-12.0839	-16.6584	-13.1148	-13.5181	-13.5823	-12.9173	-13.6261	-10.8947	-13.0513	-10.7675	-11.2076	-15.8346
L__ADJ_ADJ_NOUN	68	2	sing	цифра	correct	generated	"Но угрожает электрическое присвоение толстых выпускников , которых немного арестовать "" круглыми людьми "" , вперед что изображение , дискуссия , вначале германская образованная для обвинения какой-либо болезни"	0	True	709	6	28	"Но угрожает электрическое присвоение толстых выпускников , которых немного арестовать "" круглыми людьми "" , вперед что изображение , дискуссия , вначале германская образованная для обвинения какой-либо болезни шея владеет из банковского снижения этих грызунов . <eos>"	-14.5722	-14.8039	-17.575	-13.5601	-16.6011	-14.1489	-15.7518	-17.1653	-16.4894	-16.5579	-17.5594	-15.5431	-15.3522	-17.3432	-14.6085	-13.6174	-15.0829	-14.5513	-17.5775	-19.2066	-13.3702	-16.9837	-17.1517	-14.1891
L__ADJ_ADJ_NOUN	68	2	sing	цифры	wrong	generated	"Но угрожает электрическое присвоение толстых выпускников , которых немного арестовать "" круглыми людьми "" , вперед что изображение , дискуссия , вначале германская образованная для обвинения какой-либо болезни"	0	True	1205	6	28	"Но угрожает электрическое присвоение толстых выпускников , которых немного арестовать "" круглыми людьми "" , вперед что изображение , дискуссия , вначале германская образованная для обвинения какой-либо болезни шея владеет из банковского снижения этих грызунов . <eos>"	-15.616	-13.7664	-16.958	-12.8549	-13.9131	-13.1507	-13.8992	-14.8553	-16.5821	-15.7763	-14.2978	-14.5394	-14.0399	-15.0142	-13.1146	-12.8937	-13.7422	-13.1125	-15.6722	-18.3162	-12.8015	-14.0987	-17.2574	-13.5403
L__ADJ_NOUN_NOUN	14	4	sing	мешок	correct	generated	Еще , подростки конца ежедневной функции Красноярского радикального казахского телевизора изменили толщину , которая снаружи держит примеры в текущий для дополнительного заезда	0	True	250	4	22	Еще , подростки конца ежедневной функции Красноярского радикального казахского телевизора изменили толщину , которая снаружи держит примеры в текущий для дополнительного заезда актив . <eos>	-9.32454	-12.0546	-14.828	-12.4889	-15.0801	-13.2441	-12.699	-11.3171	-14.287	-13.3704	-12.5312	-12.951	-13.6401	-14.6249	-15.2953	-15.2114	-14.0486	-15.6782	-15.2452	-13.5664	-14.9626	-12.0683	-14.9181	-16.3955
L__ADJ_NOUN_NOUN	14	4	sing	мешки	wrong	generated	Еще , подростки конца ежедневной функции Красноярского радикального казахского телевизора изменили толщину , которая снаружи держит примеры в текущий для дополнительного заезда	0	True	139	4	22	Еще , подростки конца ежедневной функции Красноярского радикального казахского телевизора изменили толщину , которая снаружи держит примеры в текущий для дополнительного заезда актив . <eos>	-10.9814	-11.995	-16.6895	-12.7759	-15.7375	-13.4058	-17.2401	-13.4989	-16.5938	-14.7095	-11.1534	-16.541	-10.8023	-16.634	-15.5035	-14.9894	-14.0845	-15.8286	-16.7537	-15.0858	-15.9632	-12.821	-15.3552	-17.2732
L__ADJ_PUNCT_ADJ_NOUN	38	6	sing	дверь	correct	generated	"Но в отдалении эти "" малые наблюдения "" считались слишком скорее молча , выполняя профессиональную , а плотно и экологическую"	0	True	1386	6	20	"Но в отдалении эти "" малые наблюдения "" считались слишком скорее молча , выполняя профессиональную , а плотно и экологическую полночь в иных годах и факультетах побочных г исхода . <eos>"	-9.75531	-8.05194	-7.89954	-10.5134	-11.0913	-8.5351	-9.39367	-9.22451	-6.91622	-10.0001	-10.1254	-8.90078	-9.65508	-8.01511	-7.15682	-8.53274	-10.2056	-9.66631	-9.39346	-7.38674	-7.59584	-7.73581	-7.29277	-9.31368
L__ADJ_PUNCT_ADJ_NOUN	38	6	sing	двери	wrong	generated	"Но в отдалении эти "" малые наблюдения "" считались слишком скорее молча , выполняя профессиональную , а плотно и экологическую"	0	True	1712	6	20	"Но в отдалении эти "" малые наблюдения "" считались слишком скорее молча , выполняя профессиональную , а плотно и экологическую полночь в иных годах и факультетах побочных г исхода . <eos>"	-12.1086	-10.8817	-10.8671	-10.3187	-15.2031	-10.1969	-9.95797	-11.6577	-9.21853	-13.7709	-10.4053	-12.0087	-13.2828	-9.71904	-9.65117	-11.6373	-11.9793	-12.8034	-13.6462	-9.85665	-11.1944	-9.20231	-9.00969	-12.7901
L__VERB_ADJ_NOUN	7	4	plur	классы	correct	generated	Могут почти подробнее типичные	0	False	1289	4	4	Могут почти подробнее типичные фонари , далее психологические торги , которые надевают на тогда подальше биологических фотографиях телевидения . <eos>	-8.43856	-8.27005	-5.99847	-10.8166	-7.81678	-7.59029	-11.0036	-7.48677	-8.41157	-9.71216	-10.7755	-7.87096	-7.91192	-7.43311	-9.07779	-7.28754	-7.6049	-8.45117	-7.50906	-10.3904	-9.21448	-8.6779	-9.03584	-10.2424
L__VERB_ADJ_NOUN	7	4	plur	класс	wrong	generated	Могут почти подробнее типичные	0	False	3569	4	4	Могут почти подробнее типичные фонари , далее психологические торги , которые надевают на тогда подальше биологических фотографиях телевидения . <eos>	-14.4759	-12.77	-10.8892	-9.91155	-12.5717	-11.7722	-10.8278	-10.8225	-11.9666	-14.2212	-12.3254	-11.2213	-13.0867	-12.9225	-13.3926	-12.2384	-12.3878	-13.7604	-10.7106	-11.2465	-13.5395	-9.8884	-10.7591	-13.4898
L__ADJ_PUNCT_ADJ_NOUN	30	3	sing	гранаты	correct	generated	Остальная и судебная гипотеза , подобно спорту и земле , ассоциируется лозунгом разной - недалеко философской -	0	True	487	5	17	Остальная и судебная гипотеза , подобно спорту и земле , ассоциируется лозунгом разной - недалеко философской - пробы , в то соглашение как подполковник публикует в своих клиниках накопление транспортной , влиятельной и третьей легкостью . <eos>	-17.4452	-16.1436	-14.9485	-11.8908	-18.992	-17.9356	-12.338	-17.5323	-19.7559	-15.4184	-19.8471	-17.1473	-17.0747	-17.3485	-17.6828	-18.4039	-17.4175	-17.4564	-19.9636	-16.388	-16.7671	-14.8196	-13.6254	-16.3981
L__ADJ_PUNCT_ADJ_NOUN	30	3	sing	гранат	wrong	generated	Остальная и судебная гипотеза , подобно спорту и земле , ассоциируется лозунгом разной - недалеко философской -	0	True	318	5	17	Остальная и судебная гипотеза , подобно спорту и земле , ассоциируется лозунгом разной - недалеко философской - пробы , в то соглашение как подполковник публикует в своих клиниках накопление транспортной , влиятельной и третьей легкостью . <eos>	-17.443	-15.734	-17.2832	-12.4626	-18.5082	-16.3962	-12.0132	-16.5294	-20.2903	-15.5017	-17.5072	-17.7509	-17.4474	-16.5086	-17.5713	-18.7688	-17.337	-17.7808	-21.2086	-15.2982	-17.8558	-16.0942	-14.3002	-16.1944
L__ADJ_ADJ_NOUN	52	7	sing	куска	correct	generated	Американцы ведущего энергетического или тяжелого	0	False	107	4	5	Американцы ведущего энергетического или тяжелого режима ( покупатели , учащиеся , большевики залов потока , победители , боги глины исключения , рыцари , бизнесмены и официальные . ежедневные ) теперь внезапно живут к графику российского нацизма и складываются во маленьких соревнованиях для проведения пунктов , лазерного реестра и объединения . <eos>	-12.6462	-11.9095	-11.2795	-12.0222	-11.2888	-10.8179	-13.6086	-10.981	-11.4939	-10.2778	-10.8305	-10.9796	-12.341	-11.8927	-9.34948	-10.4668	-10.798	-9.76667	-10.8213	-10.1588	-9.60564	-11.5911	-10.4676	-9.75349
L__ADJ_ADJ_NOUN	52	7	sing	кусков	wrong	generated	Американцы ведущего энергетического или тяжелого	0	False	114	4	5	Американцы ведущего энергетического или тяжелого режима ( покупатели , учащиеся , большевики залов потока , победители , боги глины исключения , рыцари , бизнесмены и официальные . ежедневные ) теперь внезапно живут к графику российского нацизма и складываются во маленьких соревнованиях для проведения пунктов , лазерного реестра и объединения . <eos>	-14.8018	-14.4857	-15.1883	-12.2864	-12.5336	-12.9696	-12.2645	-15.2816	-12.8139	-16.1661	-11.8759	-15.8195	-13.8937	-14.7325	-11.5377	-12.5297	-12.6215	-12.1853	-15.1657	-12.037	-12.827	-12.3262	-13.5258	-11.3757
L__ADJ_NOUN_NOUN	4	6	sing	видом	correct	generated	Слишком небольшим промышленным для информации и для ее композиции вывоза	0	False	2069	8	10	Слишком небольшим промышленным для информации и для ее композиции вывоза участком добились платные субсидии . <eos>	-13.6768	-13.5427	-13.3793	-10.13	-11.9928	-13.0901	-12.2608	-14.0916	-10.5906	-13.2329	-13.2521	-10.8454	-13.1226	-13.0228	-12.7634	-11.3271	-13.6229	-11.465	-13.1343	-14.2654	-13.3759	-12.4624	-13.2676	-11.2206
L__ADJ_NOUN_NOUN	4	6	sing	видами	wrong	generated	Слишком небольшим промышленным для информации и для ее композиции вывоза	0	False	1292	8	10	Слишком небольшим промышленным для информации и для ее композиции вывоза участком добились платные субсидии . <eos>	-11.8873	-8.64288	-14.1883	-10.6074	-11.6783	-9.45702	-12.2354	-10.9488	-11.5645	-10.4265	-12.3525	-12.2603	-11.4476	-10.7826	-8.73462	-11.6546	-10.6044	-12.1068	-11.8144	-11.7723	-10.793	-10.3066	-13.2791	-11.5156
L__ADJ_PUNCT_ADJ_NOUN	58	9	plur	разработок	correct	generated	Не стану о матчах , но на фабриках террористических , в том усилении твердых ,	0	True	647	7	15	Не стану о матчах , но на фабриках террористических , в том усилении твердых , жизней наоборот обнаруживает несчастных утверждений по тем объектам , по которым чувствует красная кость . <eos>	-13.5266	-13.4934	-15.6447	-11.9273	-12.3834	-13.8472	-13.2436	-12.0	-14.88	-14.1496	-10.4946	-15.0484	-14.7857	-12.7059	-12.6235	-12.866	-14.2453	-13.4316	-12.0254	-14.7717	-13.8665	-13.0672	-15.1325	-13.8353
L__ADJ_PUNCT_ADJ_NOUN	58	9	plur	разработки	wrong	generated	Не стану о матчах , но на фабриках террористических , в том усилении твердых ,	0	True	3774	7	15	Не стану о матчах , но на фабриках террористических , в том усилении твердых , жизней наоборот обнаруживает несчастных утверждений по тем объектам , по которым чувствует красная кость . <eos>	-11.0605	-10.9901	-11.6958	-10.2162	-12.42	-10.9469	-11.1328	-11.1774	-13.2228	-13.5599	-11.5961	-11.1993	-11.6529	-9.03338	-11.2124	-11.2222	-11.8438	-11.1588	-10.3757	-12.3823	-11.9456	-12.6645	-10.9169	-11.5176
L__DET_VERB_NOUN	5	0	plur	людей	correct	original	<unk> всех прибывающих в Россию	0	False	22957	4	5	Отследить всех прибывающих в Россию людей невозможно . <eos>	-6.75702	-7.53471	-5.3279	-8.5401	-5.77591	-7.82326	-9.53706	-6.00541	-6.4691	-5.10626	-5.02112	-5.21848	-6.10981	-6.48772	-7.93992	-7.94406	-8.12724	-7.46489	-6.50141	-7.61765	-6.36425	-7.31034	-12.0916	-6.58096
L__DET_VERB_NOUN	5	0	plur	человека	wrong	original	<unk> всех прибывающих в Россию	0	False	47411	4	5	Отследить всех прибывающих в Россию людей невозможно . <eos>	-11.1899	-10.4539	-9.77368	-8.54749	-10.3108	-11.5274	-7.95553	-10.0128	-10.1017	-9.28108	-8.11356	-11.8176	-10.4495	-10.1133	-10.6469	-11.2063	-11.9531	-10.6977	-9.87836	-9.42629	-9.77088	-10.3886	-11.8032	-9.92744
