pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0
R__NOUN_NOUN_DET_ADJ	52	8	sing	איכותיות	wrong	generated	פורטדו קולהאס טופל דף ל מרפסת מומינטרול , הורנט שהה לעבר פרופס ש הפיל ב אלם ה דרוך של משפטן ה - 61 ו יוהנסון התברר את ה הפרש , הוליד את ה ניקוטין ו רק אז הוצע רוחב אוטיסטי ל הכחשת ה סטופ ה	0	True	126	4	45	פורטדו קולהאס טופל דף ל מרפסת מומינטרול , הורנט שהה לעבר פרופס ש הפיל ב אלם ה דרוך של משפטן ה - 61 ו יוהנסון התברר את ה הפרש , הוליד את ה ניקוטין ו רק אז הוצע רוחב אוטיסטי ל הכחשת ה סטופ ה קווקזית . <eos>	-17.2622	-15.8621	-14.5303	-16.6887	-17.8992	-11.6228	-12.4931	-12.8629	-15.5553	-15.5349	-17.696	-16.0001	-19.2535	-15.9979	-13.9997	-14.6826	-14.9426	-15.2519	-11.4112	-15.1063	-17.1076	-15.2155	-14.8483	-13.9824	-14.802	-11.8458	-14.4788	-13.3049	-11.2229	-16.9476	-12.2164	-13.3408	-15.8727	-17.8981	-14.9155	-16.6045
R__NOUN_NOUN_DET_ADJ	109	8	sing	עצמי	correct	generated	אך ה גבייה היא כי רכבל ה חיסכון ה שערורייתי ה והיפראקטיביות ל ראי לומדי ה ביקושים ב מאפיות רישמי הרבה יותר מ קומפקט ה גירוש ה	0	False	3678	4	27	אך ה גבייה היא כי רכבל ה חיסכון ה שערורייתי ה והיפראקטיביות ל ראי לומדי ה ביקושים ב מאפיות רישמי הרבה יותר מ קומפקט ה גירוש ה פרוטסטנטי ו מ זה ה נשנה ב הנות . <eos>	-8.74036	-11.1	-8.72005	-7.98443	-10.5032	-13.095	-8.91502	-6.1505	-6.09802	-7.99869	-8.78248	-11.6016	-6.27033	-6.83432	-9.85369	-7.11556	-8.02174	-6.53261	-10.8904	-11.2577	-10.4144	-7.5474	-9.44355	-8.85023	-7.42877	-8.50028	-6.5629	-14.9502	-8.82272	-9.31554	-8.89443	-5.51696	-7.37992	-7.42581	-8.08843	-11.0618
R__NOUN_NOUN_DET_ADJ	109	8	sing	עצמיים	wrong	generated	אך ה גבייה היא כי רכבל ה חיסכון ה שערורייתי ה והיפראקטיביות ל ראי לומדי ה ביקושים ב מאפיות רישמי הרבה יותר מ קומפקט ה גירוש ה	0	False	361	4	27	אך ה גבייה היא כי רכבל ה חיסכון ה שערורייתי ה והיפראקטיביות ל ראי לומדי ה ביקושים ב מאפיות רישמי הרבה יותר מ קומפקט ה גירוש ה פרוטסטנטי ו מ זה ה נשנה ב הנות . <eos>	-12.4429	-14.3707	-11.5534	-10.1271	-13.0947	-15.9182	-12.7425	-10.7144	-8.80733	-11.6168	-14.4133	-15.7938	-10.1795	-8.72535	-11.7516	-10.2933	-11.001	-12.245	-8.63794	-11.7799	-12.4636	-13.6006	-13.9357	-12.2514	-15.6899	-9.85488	-10.9363	-13.5273	-9.13207	-11.5265	-8.94567	-7.7432	-12.2919	-13.4596	-11.3358	-12.3885
R__NOUN_NOUN_DET_ADJ	12	2	sing	דיפלומטית	correct	generated	השפעתו ה בפטיסטית , השפעתו ה רדיואקטיבית ו הסתמכות ה עת ה	0	True	592	4	12	השפעתו ה בפטיסטית , השפעתו ה רדיואקטיבית ו הסתמכות ה עת ה סטטית שלו על ה פיגועים , ש קרתה לו את התלכדות ה אימפרסיוניסטים , הם גם ש אירגנו עליו את דימוי ביתן של ה אתרים ה נועזים ו גם של ה כוסברה ה המונית , ש תרגמו עצמם להיות איסורי ה הרצאות של ה צליבה . <eos>	-12.55	-8.02671	-7.25769	-9.8118	-8.86659	-8.93484	-8.92782	-9.62656	-9.48665	-12.1957	-5.45614	-9.03989	-9.38066	-8.96349	-11.8226	-11.1542	-8.20549	-8.95373	-8.23846	-7.37156	-10.3938	-11.1929	-11.5598	-12.0145	-6.78197	-8.89879	-12.5846	-8.56553	-10.0935	-9.87403	-8.79469	-9.37479	-6.85224	-8.88694	-9.53104	-7.25262
R__NOUN_NOUN_DET_ADJ	12	2	sing	דיפלומטיות	wrong	generated	השפעתו ה בפטיסטית , השפעתו ה רדיואקטיבית ו הסתמכות ה עת ה	0	True	191	4	12	השפעתו ה בפטיסטית , השפעתו ה רדיואקטיבית ו הסתמכות ה עת ה סטטית שלו על ה פיגועים , ש קרתה לו את התלכדות ה אימפרסיוניסטים , הם גם ש אירגנו עליו את דימוי ביתן של ה אתרים ה נועזים ו גם של ה כוסברה ה המונית , ש תרגמו עצמם להיות איסורי ה הרצאות של ה צליבה . <eos>	-11.2438	-9.99168	-14.5645	-11.6537	-13.3747	-12.5284	-12.2219	-12.8939	-13.019	-13.3366	-12.5441	-14.7961	-12.7766	-18.0573	-16.581	-13.1376	-12.5869	-13.4005	-12.0764	-13.9797	-13.0856	-12.9015	-13.1203	-15.0811	-13.0718	-10.931	-15.531	-12.5322	-11.8788	-10.3422	-10.8701	-12.5734	-12.4684	-12.1134	-13.1426	-12.7102
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	7	3	sing	פרופורציה	correct	generated	אחרי סקטור תוסס של ה התקפה ה רכה צינון , צמיד ,	0	True	127	4	12	אחרי סקטור תוסס של ה התקפה ה רכה צינון , צמיד , מקאמות מכנית ב ברכות מוותרים ו עוד , נקטעת הקמבריון את ערכאות ה עיבל - יעקב - ברקוביץ ו מנשקת אותן על מורל ה הייס . <eos>	-10.6706	-12.8638	-12.8059	-11.0017	-13.6306	-14.1239	-10.4588	-12.691	-11.5578	-12.891	-12.7029	-13.3945	-14.5125	-12.8231	-12.8969	-12.7379	-13.5633	-12.7114	-11.547	-12.0443	-12.2386	-14.1243	-13.9788	-11.6009	-14.5094	-12.4796	-12.893	-11.37	-11.2734	-11.2382	-11.1539	-12.6849	-12.1791	-12.4655	-13.8832	-12.7655
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	7	3	sing	פרופורציות	wrong	generated	אחרי סקטור תוסס של ה התקפה ה רכה צינון , צמיד ,	0	True	198	4	12	אחרי סקטור תוסס של ה התקפה ה רכה צינון , צמיד , מקאמות מכנית ב ברכות מוותרים ו עוד , נקטעת הקמבריון את ערכאות ה עיבל - יעקב - ברקוביץ ו מנשקת אותן על מורל ה הייס . <eos>	-14.7287	-12.284	-11.3994	-10.3548	-11.5893	-13.0481	-12.0602	-11.2707	-10.6794	-11.5106	-11.185	-13.5003	-15.8468	-14.395	-11.2193	-10.6196	-12.5266	-11.8433	-12.2775	-12.28	-11.444	-13.1654	-11.6208	-11.8098	-13.5597	-14.0881	-12.3548	-11.1848	-11.767	-11.6875	-11.4437	-12.747	-11.6993	-11.8656	-13.6287	-11.3992
R__NOUN_DET_ADV_PUNCT_ADJ	27	7	plur	סודיים	correct	generated	זה היה רדיו הן ל היותו זיכוי משאבים , ו הן ל יציאתו יוצאת ה גיהנום לשמש את ה גבישים ה לא -	0	True	295	4	23	זה היה רדיו הן ל היותו זיכוי משאבים , ו הן ל יציאתו יוצאת ה גיהנום לשמש את ה גבישים ה לא - משעשעים ב קטלוג ה לא - שבור ו ב חלחול ה לא - קטלני . <eos>	-14.4942	-15.4562	-12.7506	-12.0286	-11.2274	-15.8006	-17.3321	-13.5053	-15.1042	-10.866	-10.637	-16.2077	-13.9747	-14.0469	-12.5892	-12.1832	-12.4259	-12.3968	-11.7762	-11.8882	-12.7188	-12.23	-15.8491	-15.7675	-14.1377	-11.5417	-11.5085	-16.192	-13.427	-14.9331	-12.3546	-12.9083	-10.6032	-13.5955	-14.0805	-12.3533
R__NOUN_DET_ADV_PUNCT_ADJ	27	7	plur	סודי	wrong	generated	זה היה רדיו הן ל היותו זיכוי משאבים , ו הן ל יציאתו יוצאת ה גיהנום לשמש את ה גבישים ה לא -	0	True	1019	4	23	זה היה רדיו הן ל היותו זיכוי משאבים , ו הן ל יציאתו יוצאת ה גיהנום לשמש את ה גבישים ה לא - משעשעים ב קטלוג ה לא - שבור ו ב חלחול ה לא - קטלני . <eos>	-15.612	-18.3132	-15.3688	-15.2208	-16.7339	-18.3902	-13.9365	-15.1065	-17.9926	-16.7093	-12.2889	-19.2715	-15.0001	-17.9045	-14.0851	-15.1057	-15.5121	-15.7163	-13.8197	-16.5223	-14.2692	-15.1704	-16.4484	-17.8888	-12.7027	-13.8352	-14.9123	-14.5342	-16.1365	-15.9122	-17.4141	-15.7772	-17.3843	-16.0209	-16.6242	-15.3916
R__NOUN_NOUN_DET_ADJ	111	8	sing	מעגלית	correct	generated	אלפי מסכי קנטטות פרטניים תאמו את השמדת התנפחות ה שביה ה	0	False	294	4	11	אלפי מסכי קנטטות פרטניים תאמו את השמדת התנפחות ה שביה ה פרוסית ב האבקה מ מלגות ש חצו להדגיש על ה היבטים ב הפרכת שדרוג ה אחיינית ה תמימה ה צחיחה . <eos>	-9.46476	-10.9974	-10.7158	-13.8817	-9.48824	-9.71676	-10.9552	-10.9036	-12.9956	-10.8076	-10.8549	-15.6687	-13.2232	-12.6894	-12.4289	-11.5118	-11.0886	-10.9158	-11.8338	-11.4885	-10.5363	-10.3215	-12.1467	-11.9377	-8.66357	-9.32858	-9.81872	-15.3455	-12.2133	-13.7474	-11.5739	-10.4997	-10.4352	-10.8236	-8.73586	-10.2614
R__NOUN_NOUN_DET_ADJ	111	8	sing	מעגליות	wrong	generated	אלפי מסכי קנטטות פרטניים תאמו את השמדת התנפחות ה שביה ה	0	False	70	4	11	אלפי מסכי קנטטות פרטניים תאמו את השמדת התנפחות ה שביה ה פרוסית ב האבקה מ מלגות ש חצו להדגיש על ה היבטים ב הפרכת שדרוג ה אחיינית ה תמימה ה צחיחה . <eos>	-14.7775	-14.3605	-15.3296	-14.1386	-16.5109	-16.5598	-13.074	-15.0936	-15.7497	-15.6238	-17.6906	-18.408	-16.0798	-13.8581	-16.8654	-15.8547	-14.1355	-11.7667	-10.3015	-16.964	-14.2837	-12.9303	-16.266	-18.0867	-15.7117	-14.9025	-10.9988	-19.0316	-13.0999	-14.4312	-13.6805	-15.0274	-16.5331	-15.6498	-16.9237	-15.7953
R__NOUN_NOUN_DET_ADJ	150	9	sing	סובייטי	correct	generated	"ב חדירת פיגועים ש חשה ב 81 ב וילי השנה ב ספרד המליץ גיור ה לחימה ל תחרויות ה ריבוד , עו""ד אלביס סאמטר , על "" ערפל ה פגוש ה"	0	True	4286	4	31	"ב חדירת פיגועים ש חשה ב 81 ב וילי השנה ב ספרד המליץ גיור ה לחימה ל תחרויות ה ריבוד , עו""ד אלביס סאמטר , על "" ערפל ה פגוש ה עשרוני לרוץ לידי ניקור את שלוש ה שגרות של ביאליק , לינדברג ו סווזילנד "" . <eos>"	-9.24332	-5.35298	-4.70445	-10.7684	-8.27735	-15.4542	-7.53427	-6.16764	-5.34417	-4.87244	-5.76768	-6.79711	-5.35038	-4.80988	-8.28834	-5.66296	-8.74073	-5.92657	-7.41922	-12.7089	-8.1641	-7.76455	-8.01461	-9.71218	-9.04067	-10.3472	-8.26748	-11.3895	-6.0706	-10.5704	-8.29081	-8.50167	-9.54714	-4.97406	-11.1671	-8.40761
R__NOUN_NOUN_DET_ADJ	150	9	sing	סובייטים	wrong	generated	"ב חדירת פיגועים ש חשה ב 81 ב וילי השנה ב ספרד המליץ גיור ה לחימה ל תחרויות ה ריבוד , עו""ד אלביס סאמטר , על "" ערפל ה פגוש ה"	0	True	2326	4	31	"ב חדירת פיגועים ש חשה ב 81 ב וילי השנה ב ספרד המליץ גיור ה לחימה ל תחרויות ה ריבוד , עו""ד אלביס סאמטר , על "" ערפל ה פגוש ה עשרוני לרוץ לידי ניקור את שלוש ה שגרות של ביאליק , לינדברג ו סווזילנד "" . <eos>"	-10.3417	-11.3103	-8.03168	-10.6945	-15.7904	-13.6485	-11.5125	-10.0721	-9.03983	-11.1199	-12.317	-10.1277	-15.4926	-7.11658	-10.5503	-14.4668	-13.1359	-9.96541	-9.94131	-12.9447	-12.5026	-10.2413	-13.6686	-9.83368	-14.2014	-10.4184	-13.0843	-15.5744	-10.4076	-17.0117	-9.53419	-12.8227	-10.4469	-9.52137	-13.9022	-14.4802
R__NOUN_NOUN_DET_ADJ	5	3	sing	הרוס	correct	generated	הריון ה רגיעה שלו הסתבך ל כ כותלי חומץ מפוספס : מאורות היו מורחבים , ב כל משמעויות ה כוכב ו ה לבלב ; לא אחת הזדהו ב נוער ה עקה , מ בידור ש יתפתחו ב מעשיו ו יבוצעו ל קבלן ה צימוד ה	0	True	246	4	45	הריון ה רגיעה שלו הסתבך ל כ כותלי חומץ מפוספס : מאורות היו מורחבים , ב כל משמעויות ה כוכב ו ה לבלב ; לא אחת הזדהו ב נוער ה עקה , מ בידור ש יתפתחו ב מעשיו ו יבוצעו ל קבלן ה צימוד ה קליני , קריסטי . <eos>	-12.5197	-10.6241	-10.0987	-13.3574	-9.17728	-11.8119	-12.243	-11.479	-11.5071	-14.6245	-15.5227	-13.9144	-12.858	-10.2143	-10.1834	-14.8349	-12.2344	-11.3528	-9.08087	-13.9494	-9.58027	-11.8494	-11.3959	-13.5416	-12.319	-12.7912	-11.4564	-13.3258	-10.1306	-12.1337	-10.3623	-11.5073	-12.3234	-11.2773	-12.2257	-11.2252
R__NOUN_NOUN_DET_ADJ	5	3	sing	הרוסים	wrong	generated	הריון ה רגיעה שלו הסתבך ל כ כותלי חומץ מפוספס : מאורות היו מורחבים , ב כל משמעויות ה כוכב ו ה לבלב ; לא אחת הזדהו ב נוער ה עקה , מ בידור ש יתפתחו ב מעשיו ו יבוצעו ל קבלן ה צימוד ה	0	True	102	4	45	הריון ה רגיעה שלו הסתבך ל כ כותלי חומץ מפוספס : מאורות היו מורחבים , ב כל משמעויות ה כוכב ו ה לבלב ; לא אחת הזדהו ב נוער ה עקה , מ בידור ש יתפתחו ב מעשיו ו יבוצעו ל קבלן ה צימוד ה קליני , קריסטי . <eos>	-17.6457	-17.2568	-15.8436	-16.4626	-16.259	-17.9914	-16.2362	-13.9043	-13.0589	-18.3281	-17.9434	-19.5489	-17.9923	-14.412	-16.4506	-15.6892	-15.88	-14.9656	-15.3061	-16.852	-16.0227	-16.6983	-17.5892	-18.1046	-18.6765	-17.0177	-17.6118	-18.7273	-14.4202	-15.0301	-16.2549	-18.4573	-16.6542	-18.2591	-18.0368	-17.1961
R__NOUN_NOUN_DET_ADJ	11	0	sing	חדש	correct	original	ה פרסים ה ספרותיים , ה יוקרה ו ה הערצה ל גיבור ה תרבות ה	0	True	25596	4	15	ה פרסים ה ספרותיים , ה יוקרה ו ה הערצה ל גיבור ה תרבות ה חדש של פולין המשיכו לזרום , אבל מתחת ל פני ה שטח החלה לתסוס מציאות חדשה . <eos>	-6.36307	-6.69146	-5.23882	-6.11962	-5.68095	-3.89495	-6.04007	-5.13728	-6.29472	-7.09039	-5.9327	-6.06453	-5.42192	-5.5374	-5.96264	-8.25498	-5.86623	-4.93014	-6.74899	-3.65796	-4.7911	-5.13969	-8.96777	-2.78522	-7.92966	-3.96044	-6.20073	-5.83843	-5.41377	-4.74044	-4.78746	-5.27049	-5.64769	-5.32286	-6.92289	-4.05211
R__NOUN_NOUN_DET_ADJ	11	0	sing	חדשים	wrong	original	ה פרסים ה ספרותיים , ה יוקרה ו ה הערצה ל גיבור ה תרבות ה	0	True	11190	4	15	ה פרסים ה ספרותיים , ה יוקרה ו ה הערצה ל גיבור ה תרבות ה חדש של פולין המשיכו לזרום , אבל מתחת ל פני ה שטח החלה לתסוס מציאות חדשה . <eos>	-10.5014	-11.1458	-13.1043	-12.5894	-10.2842	-9.81194	-9.93738	-11.6295	-11.4209	-13.8137	-10.7309	-11.3022	-11.4695	-12.4224	-8.63029	-10.7988	-9.9446	-11.7333	-11.2348	-12.0772	-7.83002	-9.02761	-11.1754	-11.6311	-11.7809	-9.90429	-11.2522	-9.88694	-13.6174	-12.0274	-11.0047	-10.2065	-11.7803	-11.7347	-10.2634	-10.9528
R__NOUN_ADJ_DET_ADJ	2	5	sing	לבנוני	correct	generated	גם לא מתערבים מ חילזון ה דיקטטור שורפים ב קפיץ ה שלישי , ש עשוי היה להוות ה מינגווי ה פוטואלקטרי ה	0	True	564	4	22	גם לא מתערבים מ חילזון ה דיקטטור שורפים ב קפיץ ה שלישי , ש עשוי היה להוות ה מינגווי ה פוטואלקטרי ה צרוף , משום מטרתן ה גראפית , בינונית ככל ש תהיה , ל חוואים . <eos>	-12.0313	-16.2812	-12.0354	-13.2531	-11.5149	-11.8897	-11.6965	-12.3709	-12.6643	-17.1634	-19.2803	-11.367	-17.2996	-15.2658	-12.0013	-12.3469	-13.5962	-14.0123	-12.1385	-13.0557	-11.8881	-14.7981	-14.7207	-15.1914	-13.3942	-16.1558	-11.4181	-13.8978	-10.4664	-14.0305	-10.7491	-12.5994	-13.5788	-16.3823	-12.8867	-18.4884
R__NOUN_ADJ_DET_ADJ	2	5	sing	לבנונים	wrong	generated	גם לא מתערבים מ חילזון ה דיקטטור שורפים ב קפיץ ה שלישי , ש עשוי היה להוות ה מינגווי ה פוטואלקטרי ה	0	True	274	4	22	גם לא מתערבים מ חילזון ה דיקטטור שורפים ב קפיץ ה שלישי , ש עשוי היה להוות ה מינגווי ה פוטואלקטרי ה צרוף , משום מטרתן ה גראפית , בינונית ככל ש תהיה , ל חוואים . <eos>	-11.6987	-19.6546	-17.9811	-15.4761	-19.4055	-17.6188	-14.1621	-16.7921	-17.5261	-20.3317	-20.344	-21.1041	-20.7834	-17.0096	-12.4054	-17.8359	-16.9725	-17.4999	-19.3515	-18.1697	-14.1563	-19.7317	-17.7862	-20.6227	-17.9494	-20.2622	-16.3298	-15.4336	-15.8291	-19.8647	-15.7033	-13.9314	-21.4334	-17.3404	-19.2379	-18.9222
R__NOUN_ADJ_PUNCT_SCONJ_VERB	7	7	plur	דוגרים	correct	generated	ל רגשותיהם , ה פיקדונות ה מאגיים , ה	0	True	57	5	9	ל רגשותיהם , ה פיקדונות ה מאגיים , ה ניצלים ב טייס ה ואלו , מעורפלים עם כבלים מן ה עצמיים ביותר . <eos>	-15.879	-13.2326	-16.9301	-15.0517	-15.4222	-16.4638	-14.8472	-15.8358	-15.7507	-15.2736	-16.2374	-18.6132	-15.6066	-15.8149	-15.2562	-15.1165	-15.1361	-16.414	-15.6647	-12.9474	-14.4603	-15.2019	-16.5077	-17.066	-14.9207	-16.032	-14.951	-13.9819	-14.8955	-16.2182	-15.5176	-13.9403	-15.9855	-14.7664	-15.4423	-14.4602
R__NOUN_ADJ_PUNCT_SCONJ_VERB	7	7	plur	דוגר	wrong	generated	ל רגשותיהם , ה פיקדונות ה מאגיים , ה	0	True	74	5	9	ל רגשותיהם , ה פיקדונות ה מאגיים , ה ניצלים ב טייס ה ואלו , מעורפלים עם כבלים מן ה עצמיים ביותר . <eos>	-16.6841	-17.6961	-19.9893	-17.38	-19.0478	-21.1386	-14.822	-17.5625	-16.6961	-18.8246	-19.5445	-16.9134	-18.4638	-17.2725	-16.5853	-17.4224	-15.8114	-16.6859	-15.6005	-17.2469	-18.2283	-19.0277	-16.9167	-19.1217	-19.0013	-18.4626	-15.5324	-16.7986	-15.2423	-17.1693	-14.8502	-16.4517	-18.2929	-19.9965	-18.5685	-18.9639
R__NOUN_ADJ_DET_ADJ	13	8	sing	תקציבית	correct	generated	אבל אצלנו ניזוק ה ממשל דועך ב וקטור ה חתירה , ו ה נטישה ה סובלנית ה	0	True	188	4	17	אבל אצלנו ניזוק ה ממשל דועך ב וקטור ה חתירה , ו ה נטישה ה סובלנית ה מוסיקלית ש אנו רושמים היא זו של ה ילדים . <eos>	-11.6294	-12.9875	-15.6997	-11.9974	-10.4497	-14.5034	-10.4388	-11.0786	-11.3163	-12.5432	-14.9502	-13.3503	-9.87053	-14.096	-11.7895	-14.3382	-10.3583	-10.9406	-11.2393	-11.0437	-11.7298	-12.7299	-13.8193	-14.1537	-11.7015	-13.1829	-10.0465	-14.3362	-11.0815	-14.3489	-10.9645	-10.1501	-10.3476	-12.7925	-11.9962	-13.4375
R__NOUN_ADJ_DET_ADJ	13	8	sing	תקציביות	wrong	generated	אבל אצלנו ניזוק ה ממשל דועך ב וקטור ה חתירה , ו ה נטישה ה סובלנית ה	0	True	97	4	17	אבל אצלנו ניזוק ה ממשל דועך ב וקטור ה חתירה , ו ה נטישה ה סובלנית ה מוסיקלית ש אנו רושמים היא זו של ה ילדים . <eos>	-14.8784	-17.6163	-18.9532	-15.6775	-17.6553	-19.2932	-16.9567	-16.5242	-15.3981	-19.4742	-18.9717	-18.2018	-19.1013	-19.4222	-18.2095	-17.4444	-15.795	-16.2064	-19.0645	-17.309	-18.2792	-18.1387	-18.2281	-20.9808	-16.7451	-18.1035	-17.0515	-18.0464	-15.8707	-17.0675	-15.3346	-16.2566	-16.6604	-19.7206	-17.1577	-18.2025
R__NOUN_ADJ_DET_ADJ	64	4	sing	היררכית	correct	generated	ל מרתף לא היתה תרועה ל פובליציסטיקה ה אזורית ה	0	False	139	4	10	ל מרתף לא היתה תרועה ל פובליציסטיקה ה אזורית ה פרבוסלבית של אסמרה , ש דירג 33 תערוכות ו הובן את אופי הולדתו במשך משואות רגולריות . <eos>	-14.471	-13.9214	-13.2993	-10.9342	-11.9219	-14.236	-16.4376	-12.6179	-11.7055	-12.7803	-16.8912	-12.4106	-12.9457	-12.564	-11.5822	-10.6093	-12.1542	-11.2949	-12.258	-12.4558	-11.9473	-11.3614	-12.0039	-15.1136	-12.3535	-12.7304	-15.4279	-11.5988	-11.3905	-13.7173	-10.3396	-12.3162	-12.5044	-14.3797	-12.6594	-12.6243
R__NOUN_ADJ_DET_ADJ	64	4	sing	היררכיות	wrong	generated	ל מרתף לא היתה תרועה ל פובליציסטיקה ה אזורית ה	0	False	50	4	10	ל מרתף לא היתה תרועה ל פובליציסטיקה ה אזורית ה פרבוסלבית של אסמרה , ש דירג 33 תערוכות ו הובן את אופי הולדתו במשך משואות רגולריות . <eos>	-15.5017	-15.6299	-17.6635	-15.7588	-17.3879	-17.6557	-16.079	-18.2296	-16.8821	-16.8991	-19.7553	-18.3763	-16.8894	-16.1806	-15.2576	-15.1204	-17.1325	-15.9977	-15.0475	-17.9169	-17.1626	-15.7662	-15.8624	-16.2916	-16.0299	-18.4591	-14.9559	-15.8247	-15.4756	-17.6581	-15.2341	-16.7387	-16.0844	-16.5529	-17.66	-18.1243
R__NOUN_DET_ADV_PUNCT_ADJ	3	7	sing	אלוהי	correct	generated	ב מגף , על מחקר מוזיאון ה אימהות של טימבלנד , אובחנה הגדרתה של ארונופסקי ל חניה ה אדמיניסטרטיבית , ו כן שיאה ה לא -	0	True	807	4	26	ב מגף , על מחקר מוזיאון ה אימהות של טימבלנד , אובחנה הגדרתה של ארונופסקי ל חניה ה אדמיניסטרטיבית , ו כן שיאה ה לא - תיעודי של אופיה . <eos>	-14.9623	-13.0181	-12.5033	-10.5464	-10.1416	-17.8279	-11.6618	-12.0475	-13.1735	-13.7213	-12.555	-12.1126	-9.50452	-11.8792	-11.4124	-14.9876	-13.1619	-11.3952	-12.3741	-12.49	-13.0104	-12.7231	-9.56153	-13.755	-11.3965	-12.1966	-9.35779	-9.50868	-12.7147	-11.3976	-12.5387	-10.2363	-10.7092	-16.6098	-10.2645	-9.50936
R__NOUN_DET_ADV_PUNCT_ADJ	3	7	sing	אלוהיים	wrong	generated	ב מגף , על מחקר מוזיאון ה אימהות של טימבלנד , אובחנה הגדרתה של ארונופסקי ל חניה ה אדמיניסטרטיבית , ו כן שיאה ה לא -	0	True	70	4	26	ב מגף , על מחקר מוזיאון ה אימהות של טימבלנד , אובחנה הגדרתה של ארונופסקי ל חניה ה אדמיניסטרטיבית , ו כן שיאה ה לא - תיעודי של אופיה . <eos>	-15.1236	-18.7176	-18.5805	-16.9476	-17.7357	-19.6191	-15.4107	-18.5524	-16.4091	-19.577	-14.9628	-18.2436	-17.4676	-17.7564	-15.9093	-17.9974	-18.1611	-17.9515	-17.5356	-16.0518	-16.3361	-19.1701	-16.9622	-17.1663	-17.312	-15.2291	-14.4251	-19.8998	-16.5042	-17.4131	-17.1599	-17.2983	-17.2091	-18.0672	-18.0791	-18.6073
L__NOUN_VERB_PUNCT_VERB	1	6	sing	מושלמת	correct	generated	ה חקירה ה מרימה את שני ה שלגים המכפלה ו יופיטר ,	1	True	737	11	12	ה חקירה ה מרימה את שני ה שלגים המכפלה ו יופיטר , נאסרת את תפריט ה ארוסה . <eos>	-13.8039	-13.7901	-16.738	-16.9398	-14.4787	-13.1402	-14.1636	-14.5717	-15.8116	-13.6668	-14.4158	-14.5715	-18.4847	-14.4478	-13.5286	-15.1112	-16.8545	-14.979	-16.8801	-16.95	-15.185	-14.2318	-14.085	-16.2691	-15.0053	-12.9986	-15.2824	-14.4835	-15.7705	-13.1122	-16.0948	-14.0711	-13.6756	-17.1399	-13.8889	-14.9923
L__NOUN_VERB_PUNCT_VERB	1	6	sing	מושלמות	wrong	generated	ה חקירה ה מרימה את שני ה שלגים המכפלה ו יופיטר ,	1	True	92	11	12	ה חקירה ה מרימה את שני ה שלגים המכפלה ו יופיטר , נאסרת את תפריט ה ארוסה . <eos>	-16.9549	-18.5294	-17.302	-17.6396	-16.1597	-15.2276	-16.4661	-17.1644	-18.2443	-17.6069	-16.2682	-15.4848	-18.3438	-16.8177	-15.8243	-16.6516	-17.805	-17.1126	-16.534	-18.132	-17.5463	-16.9319	-16.9429	-17.1185	-16.9446	-16.235	-16.8658	-17.145	-16.6277	-15.7678	-16.6115	-14.9592	-17.3325	-19.9271	-16.5346	-17.9081
